Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
142,"According to the latest study by the Department of Wildlife Protection, which location has recorded the highest snow leopard density in the world?",Tibet,Spiti Valley,"Hemis National Park, Ladakh",Sikkim Himalayas,Gilgit-Baltistan,"Hemis National Park, Ladakh"
143,Which organisation has signed an MoU with Synergy Quantum India for the development of drone-based Quantum Key Distribution (QKD) systems?,DRDO,ISRO,Centre for Development of Telematics (C-DOT),National Quantum Mission Authority,CDAC,Centre for Development of Telematics (C-DOT)
144,How has India extended financial support to the Maldives in 2025?,By granting a development loan of $500 million,By donating medical equipment and supplies,Through the rollover of a $50 million Treasury Bill,By funding a housing project in Malé,By offering a currency swap arrangement,Through the rollover of a $50 million Treasury Bill
145,What is the revised MSP of middle grade jute as per JCI for the 2025-26 crop year?,"Rs.5,335","Rs.5,500","Rs.5,650","Rs.5,850","Rs.6,000","Rs.5,650"
146,What is the name of India’s first AI-powered all-in-one agriculture app launched by SBOF Agrosmart Private Limited?,Krishi AI Mitra,SmartFarm India,AgriSathi,SBOF Agrosmart,AI Kisan Connect,SBOF Agrosmart
147,Which renewable energy company became the world’s first Independent Power Producer (IPP) to turn water positive with a 14 GW operational portfolio?,ReNew Power,Tata Power Renewable Energy,NTPC Green Energy Limited,Adani Green Energy Limited,JSW Energy,Adani Green Energy Limited
148,Who has been appointed as the 33rd Chairperson of the Union Public Service Commission (UPSC)?,Rajiv Gauba,Ajay Kumar,Preeti Sudan,Sanjay Mitra,Vinay Mohan Kwatra,Ajay Kumar
149,Where was the Tabletop Exercise for the Quad Indo-Pacific Logistics Network (IPLN) conducted?,"New Delhi, India","Tokyo, Japan","Canberra, Australia","Honolulu, Hawaii","Washington D.C., USA","Honolulu, Hawaii"
150,Who has been appointed as the Chairman and Managing Director of PTC India in April 2025?,Rajeev Kumar,Suman Bery,Manoj Kumar Jhawar,Ajay Tyagi,Alok Kumar,Manoj Kumar Jhawar
151,"As per the Ministry of Agriculture and Farmers Welfare, what percentage of total reported claims under PMFBY and RWBCIS has been settled across India?",85%,90%,97%,100%,75%,97%
152,Who has been appointed as the new Chairman and Managing Director (CMD) of Solar Energy Corporation of India (SECI)?,Rameshwar Prasad Gupta,Bhupinder Bhalla,Alok Kumar,Santosh Kumar Sarangi,Tarun Kapoor,Santosh Kumar Sarangi
153,From which year will Ayurveda Day be observed on a fixed date of September 23 instead of varying with Dhanteras?,2023,2024,2025,2026,2027,2025
154,Where has the Union Cabinet approved a new semiconductor unit in India under the India Semiconductor Mission?,Bengaluru,Pune,Hyderabad,"Near Jewar Airport, Uttar Pradesh",Gandhinagar,"Near Jewar Airport, Uttar Pradesh"
155,What is the purpose of the newly launched ‘Niveshak Shivir’ initiative by SEBI and the Ministry of Corporate Affairs?,To increase FDI in India,To promote digital banking,To assist investors in reclaiming unclaimed dividends and shares,To regulate stock market investments,To monitor insider trading,To assist investors in reclaiming unclaimed dividends and shares
156,Which Indian public sector bank entered the list of the world’s top 100 most profitable companies in FY 2024–25?,Bank of Baroda,Canara Bank,Punjab National Bank,State Bank of India,Union Bank of India,State Bank of India
157,"What was India’s Wholesale Price Index (WPI) inflation in April 2025, marking a 13-month low?",1.25%,2.05%,0.85%,3.16%,1.75%,0.85%
158,Where was India’s first design center for 3-nanometer chip technology inaugurated?,Hyderabad and Pune,Chennai and Gurugram,Noida and Bengaluru,Mumbai and Ahmedabad,Kochi and Indore,Noida and Bengaluru
159,"How many total products are now covered under Uttar Pradesh's ODOP (One District, One Product) Scheme after the recent addition in 2025?",60,70,72,78,74,74
160,"Who was Jose Mujica, who recently passed away at the age of 89?",Former President of Argentina,Former President of Uruguay,Prime Minister of Spain,Rebel Leader from Brazil,President of Paraguay,Former President of Uruguay
161,"What is the name of the potential cyclone likely to impact Odisha, West Bengal, and parts of Bangladesh as per IMD's forecast?",Mon-Tha,Fani,Shakti,Feinjal,Vayu,Shakti
162,Which satellite internet service provider recently received a Letter of Intent from the Department of Telecommunications to begin operations in India?,OneWeb,Amazon Kuiper,Starlink,HughesNet,Viasat,Starlink
163,Which Indian state has announced a full property tax exemption for all defence personnel residing in gram panchayat areas?,Telangana,Andhra Pradesh,Punjab,Uttar Pradesh,Haryana,Andhra Pradesh
164,Who has been appointed as the Chairman of the BRICS Chamber of Commerce & Industry (BRICS CCI) ahead of the 17th BRICS Summit in 2025?,Ramesh K. Sharma,Harvansh P. Chawla,Anil Kumar Jain,Pankaj Patel,Rajeev Khurana,Harvansh P. Chawla
165,"According to the SRS Statistical Report 2021, which Indian states are witnessing a decline in birth rates at twice the national average?","Rajasthan, Bihar, Chhattisgarh","Delhi, Kerala, Tamil Nadu","Uttar Pradesh, Madhya Pradesh, Jharkhand","Andhra Pradesh, Karnataka, Telangana","Uttarakhand, Gujarat, Punjab","Delhi, Kerala, Tamil Nadu"
166,Which organization has set up a new office in Srinagar to develop inland water transport infrastructure in Jammu & Kashmir?,Ministry of Jal Shakti,Central Water Commission,Inland Waterways Authority of India,National Highways Authority of India,Indian Ports Association,Inland Waterways Authority of India
167,What is the primary purpose of India’s upcoming EOS-09 (RISAT-1B) satellite?,Deep space exploration,Climate change monitoring,Internet connectivity for remote areas,Telecommunications improvement,Border monitoring and defence capabilities,Border monitoring and defence capabilities
168,What is the name of the statewide behavioural change campaign launched by Kerala for a garbage-free state under the ‘Malinya Muktham Nava Keralam’ mission?,Vruthi Campaign,Clean Kerala Drive,Haritha Mission,Nava Kerala Yatra,Swachh Bharat Kerala,Vruthi Campaign
169,Who has been appointed as the 52nd Chief Justice of India with a tenure of six months starting from 15 May 2025?,Justice B.R. Gavai,Justice Sanjiv Khanna,Justice D.Y. Chandrachud,Justice Ramana,Justice N.V. Ramana,Justice B.R. Gavai
170,Which Indian film will be screened in the Classics section at the 78th Cannes Film Festival 2025?,Aranyer Din Ratri,Apu Sansar,Pather Panchali,Tanvi: The Great,Homebound,Aranyer Din Ratri
171,"According to recent projections, what is the estimated value of the Indian drone market by 2030?",$5 Billion,$8 Billion,$11 Billion,$15 Billion,$20 Billion,$11 Billion
172,"Who has been appointed as the President of Marylebone Cricket Club (MCC) for a one-year term starting October 1, 2025?",Michael Vaughan,Lord King of Lothbury,Edward Thomas Smith,Andrew Strauss,Nasser Hussain,Edward Thomas Smith
173,"According to the Brand Finance Tyre 2025 report, what is the global rank of MRF in terms of brand strength?",1st,2nd,3rd,4th,5th,3rd
174,Who is the author of the book “PMO Through the Ages”?,Sanjaya Baru,Himanshu Roy,Rajdeep Sardesai,Shashi Tharoor,Vinay Sitapati,Himanshu Roy
175,Who won the Tri-Nation Women’s ODI Series held in Sri Lanka in May 2025?,Sri Lanka,South Africa,Australia,India,England,India
176,"As per the first official monthly labour force data released in April 2025, what was India’s overall unemployment rate?",4.2%,6.5%,5.1%,3.9%,7.8%,5.1%
177,When is the International Day of Light observed annually?,14 May,16 May,18 May,20 May,21 May,16 May
178,Which bank launched the 'Union Wellness Deposit' scheme that combines fixed deposit benefits with health insurance and lifestyle perks?,Bank of India,Union Bank of India,Indian Overseas Bank,Canara Bank,Punjab & Sind Bank,Union Bank of India
179,"As per the 2025 SIDBI report, how many MSMEs were registered on the Udyam Registration Portal by March 2025?",3.5 crore,4.8 crore,5.6 crore,6.2 crore,7.1 crore,6.2 crore
180,"Which bank recently launched the specialized account suite ‘TruEdge’ with the tagline “Grow with trust, lead with edge”?",Punjab National Bank,Bank of Baroda,Union Bank of India,Canara Bank,Indian Bank,Canara Bank
181,Who has been awarded the honorary rank of Lieutenant Colonel in the Territorial Army in April 2025?,Abhinav Bindra,Mahendra Singh Dhoni,Vijay Kumar,Neeraj Chopra,Deepak Punia,Neeraj Chopra
182,"What is Akashteer, recently in news for neutralizing all Pakistani drones and missiles during a simulation?",A hypersonic missile,A naval strike drone,An AI-based air defence system,A satellite surveillance system,A battlefield management radar,An AI-based air defence system
183,"Which traditional Rajasthani bean, used in the famous Ker Sangri dish, was recently awarded the GI tag?",Guar,Moth Bean,Sangri,Chana,Matki,Sangri
184,How many startups were recently approved by the Government of India for 100% income tax exemption under the Startup India initiative?,150,187,210,173,165,187
185,Where was the 4th Ministerial Conference of the Regional Integrated Multi- Hazard Early Warning System (RIMES) held?,"New Delhi, India","Jakarta, Indonesia","Port Moresby, Papua New Guinea","Colombo, Sri Lanka","Bangkok, Thailand","Colombo, Sri Lanka"
186,Who won the 2025 World Food Prize for her work in developing biological alternatives to chemical fertilizers?,Dr. Maria Silva,Dr. Ana Costa,Dr. Paula Ferreira,Dr. Mariana Alves,Dr. Mariangela Hungria,Dr. Mariangela Hungria
187,Which Indian state has recently made the use of artificial sand (m-sand) mandatory for government construction projects?,Gujarat,Rajasthan,Maharashtra,Tamil Nadu,Karnataka,Maharashtra
188,"Why did RBI impose a monetary penalty of Rs.50 lakh on Deutsche Bank AG, India in May 2025?",Misuse of customer funds,Non-compliance with KYC norms,Incorrect financial disclosures,Failure to report credit information to CRILC,Delay in income recognition,Failure to report credit information to CRILC
189,What is the name of the newly launched current account offering by HDFC Bank aimed at businesses?,SmartBiz Account,EasyTrade Account,Biz+ Current Account,BusinessPro Account,EliteBiz Account,Biz+ Current Account
190,"Under the Amrit Bharat Station Scheme, how many railway stations will be virtually inaugurated by PM Modi on May 22, 2025?",101,103,133,157,137,103
191,"According to Ethnologue 2025, which Indian language is the 3rd most spoken language in the world?",Bengali,Telugu,Hindi,Urdu,Marathi,Hindi
192,"ReNew Energy will invest Rs.22,000 crore to set up India’s largest hybrid renewable energy project in which district of Andhra Pradesh?",Visakhapatnam,Vijayawada,Chittoor,Anantapur,Guntur,Anantapur
193,"Which Indian state launched the ‘Eti Koli Duti Paat’ scheme offering Rs.5,000 assistance to tea garden workers during the 200th celebration of Assam Tea?",West Bengal,Tripura,Meghalaya,Assam,Sikkim,Assam
194,What is the name of the military operation launched by Israel in Gaza in 2025?,Operation Iron Sword,Operation Gaza Storm,Operation Gideon Chariots,Operation Hostage Rescue,Operation Thunder Force,Operation Gideon Chariots
195,Who has recently become India's 86th Chess Grandmaster?,R. Praggnanandhaa,Arjun Erigaisi,L.R. Srihari,Gukesh D,Raunak Sadhwani,L.R. Srihari
196,What is the name of the large-scale field exercise recently conducted by the Indian Army’s Trishakti Corps in West Bengal?,Brahmaputra Strike,Eastern Shield,Sindoor Sena,Teesta Prahar,Himalayan Thunder,Teesta Prahar
197,"What is the new name of the revamped National Manuscripts Mission set to be launched on June 9, 2025?",Bharat Gyan Yatra,Digital Granth Yojan,Gyan Bharatam Mission,Manuscript India Mission,Heritage Bharat Scheme,Gyan Bharatam Mission
198,Which Kalaburagi-based artist has been selected for the 52nd Karnataka Lalitkala Academy Award for his miniature painting ‘Madhyamadi Raga’?,Suresh Patil,Rehman Patel,Manjunath Shetty,Abdul Wahid,Vijay Reddy,Rehman Patel
199,What is the name of the counter-terrorism network recently revamped and inaugurated by Union Home Minister Amit Shah?,MAC (Multi Agency Centre),CCTNS,NATGRID,IBIN,I4C,MAC (Multi Agency Centre)
200,Which city in Bihar is set to be renamed as 'Gaya Jee' due to its historic and religious significance?,Patna,Nalanda,Gaya,Muzaffarpur,Bhagalpur,Gaya
201,What is the name of the joint HADR simulation conducted by the Indian Army and NDRF in Assam to enhance disaster response readiness?,Exercise Mitra,Exercise Suraksha,Exercise Raahat,Exercise Shakti,Exercise Aastha,Exercise Raahat
202,"Which traditional performing art, featuring hair-flipping by women and mock battle formations by men, was performed to welcome Donald Trump at the UAE's presidential palace?",Dabke,Tanoura,Al-Ayyala,Khaleegi,Ardah,Al-Ayyala
203,Who received the 58th Jnanpith Award for contributions to Sanskrit literature?,Dr. Satya Vrat Shastri,Gulzar,Dr. Ramesh Pokhriyal,Jagadguru Rambhadracharya,Swami Avdheshanand Giri,Jagadguru Rambhadracharya
204,"What is the theme of World Telecommunication and Information Society Day 2025, celebrated on May 17?",Bridging the digital divide,Building sustainable digital futures,Gender equality in digital transformation,Smart connectivity for all,Empowering rural innovation,Gender equality in digital transformation
205,Which organisation launched a two-week Online Short-Term Internship Programme (OSTI) to educate students about human rights in India?,NITI Aayog,National Legal Services Authority,National Human Rights Commission,Ministry of Education,University Grants Commission,National Human Rights Commission
206,Which Bengaluru-based institute has developed a new nickel selenide–iron- based catalyst to enhance clean energy reactions involving oxygen?,Indian Institute of Science (IISc),Centre for Nano and Soft Matter Sciences (CeNS),National Institute of Technology Karnataka (NITK),Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),CSIR-National Chemical Laboratory,Centre for Nano and Soft Matter Sciences (CeNS)
207,What is the name of the manned submersible vehicle to be used in India’s first deep-sea mission ‘Samudrayaan’?,Varun,Jalyaan,Sagarika,Matsya,Meghna,Matsya
208,Who has been appointed as the South Asia envoy for the 30th Conference of Parties (COP-30) to be held in Brazil in 2025?,Ramesh Chand,Arunabha Ghosh,Sunita Narain,Rajendra Pachauri,Ajay Mathur,Arunabha Ghosh
209,Who has been appointed as the Chairperson of the Internet and Mobile Association of India (IAMAI) for the term 2025–2027?,M N Srinivasu,Harshil Mathur,Harsh Jain,Kunal Shah,Vijay Shekhar Sharma,M N Srinivasu
210,Government of India (GoI) gifted 15 Electric Vehicles (EVs) to which country to support the logistical arrangements of the inaugural Sagarmatha Sambaad ?,Sri Lanka,Bangladesh,Nepal,Bhutan,Maldives,Nepal
211,Zee Entertainment recently reverted to which iconic logo as part of its brand makeover in 2025?,Zee Circle,Orange Spark,Z Logo,Infinity Zee,Prime Zee,Z Logo
212,Which state topped the medal tally at the 7th Khelo India Youth Games 2025 held in Bihar?,Haryana,Rajasthan,Maharashtra,Delhi,Karnataka,Maharashtra
213,What is the name of the nationwide cyclothon organised by CBIC to celebrate 8 years of GST under the Fit India Movement?,GST Cycle Yatra,Pedal for Tax,Sundays on Cycle,Fit Tax Ride,GST Walkathon,Sundays on Cycle
214,Which DRDO laboratory has developed an indigenous nanoporous multilayered polymeric membrane for high-pressure seawater desalination?,"DRDL, Hyderabad","DMSRDE, Kanpur","RCI, Hyderabad","DEAL, Dehradun","VRDE, Ahmednagar","DMSRDE, Kanpur"
215,ISRO's 101st mission failed due to a malfunction in which stage of the PSLV rocket?,First Stage,Second Stage,Third Stage,Heat Shield,Payload Separation,Third Stage
216,"According to the 2025 Kantar BrandZ report, which four Indian companies were featured among the world’s top 100 most valuable global brands?","Reliance, SBI, Wipro, Paytm","Infosys, ICICI Bank, Airtel, Tata Motors","TCS, HDFC Bank, Airtel, Infosys","TCS, SBI, Reliance, Paytm","HCL, Axis Bank, Airtel, Wipro","TCS, HDFC Bank, Airtel, Infosys"
217,What is the name of the indigenous low-cost counter-drone system successfully tested by India in Odisha’s Gopalpur?,Garudastra,Trinetra,Bhargavastra,Agnishakti,Shatruvinashak,Bhargavastra
218,Under which slogan has the Government of India initiated a global diplomatic outreach involving seven all-party delegations following Operation Sindoor?,"One Voice, One India",Bharat Against Terror,One Mission. One Message. One Bharat.,United For Peace,Vishwa Bharat Abhiyan,One Mission. One Message. One Bharat.
219,What is the name of the mentorship programme launched by IIT Delhi for high-school girls in STEM education?,Udaan,Manasvi,Shakti,STEM Yatra,Pragati,Manasvi
220,Which sector is the focus of India’s first national Carbon Capture and Utilisation (CCU) testbed initiative launched by the Department of Science and Technology?,Steel,Oil & Gas,Power Generation,Cement,Fertilizers,Cement
221,"According to Forbes' 2025 list, which athlete was ranked as the world’s highest-paid for the third consecutive year? l",Lionel Messi,LeBron James,Cristiano Ronaldo,Neymar Jr.,Stephen Curry,Cristiano Ronaldo
222,What is the name of the initiative launched by the Indian government on ‘International Day for Women in Maritime’ to empower women in the maritime sector?,Mahila Sagar Yojana,Samudra Shakti,Maritime Sakhi,Ocean Udaan,Sagar Mein Samman,Sagar Mein Samman
223,"What is the theme of International Museum Day 2025, observed annually on 18 May?",Museums and Cultural Transformation,Museums for Equality,The Future of Museums in Rapidly Changing Communities,Museums and Education,Museums in the Digital Age,The Future of Museums in Rapidly Changing Communities
224,What percentage of total MF AUM is held by individual investors as of March 2025?,52.52%,27%,63.4%,48.22%,36.6%,63.4%
225,"Under the new TN govt pact, what is the accidental death insurance cover provided to employees?",Rs.50 lakh,Rs.1 crore,Rs.10 lakh,Rs.5 lakh,Rs.25 lakh,Rs.1 crore
226,"According to RBI’s new draft norms, what is the maximum collective investment allowed by all lenders in a single AIF scheme?",5%,10%,12%,15%,25%,12%
227,Which foreign bank has recently received in-principle approval from RBI to set up a wholly owned subsidiary in India?,DBS Bank,HSBC Bank,Emirates NBD Bank PJSC,SBM Bank,Barclays Bank,Emirates NBD Bank PJSC
228,"As per SEBI’s new norms, who is barred from being part of the audit committee of MIIs?",Key Managerial Personnel,Compliance Officers,Managing Directors,Independent Directors,Chief Financial Officers,Managing Directors
229,With whom has Uber partnered to launch B2B logistics services in India?,NPCI,TRAI,ONDC,SIDBI,FICCI,ONDC
230,Which Indian ministry recently dedicated the country’s first public-funded DST-ICGEB ‘Bio-foundry’?,Ministry of Health and Family Welfare,Ministry of Biotechnology,"Ministry of Environment, Forest and Climate Change",Ministry of Science & Technology,Ministry of Chemicals and Fertilizers,Ministry of Science & Technology
231,What is the main objective of the 'Indira Saura Giri Jala Vikasam' scheme launched in Telangana?,Provide free electricity to all urban household,Promote solar rooftop panels in cities,Provide solar-powered irrigation to tribal farmers,Distribute solar cookers to rural women,Create solar parks for industries,Provide solar-powered irrigation to tribal farmers
232,Which country recently saw an outbreak of wild polio virus declared by WHO?,India,Papua New Guinea,Nigeria,Afghanistan,Pakistan,Papua New Guinea
233,Which country did Myntra recently launch its international operations in?,UAE,Australia,Canada,Singapore,UK /,Singapore
234,Which Indian-origin agricultural scientist was selected for the 2024 Crawford Fund Medal Award?,M.S. Swaminathan,Ramesh Chand,Kadambot Siddique,Trilochan Mohapatra,G.V. Ramanjaneyulu,Kadambot Siddique
235,Which state had the highest number of MPs among the recipients of the Sansad Ratna Awards 2025?,Uttar Pradesh,Rajasthan,Tamil Nadu,Jharkhand,Maharashtra,Maharashtra
236,Which countries are participating in the Golden Dragon Military Exercise 2025?,China and Vietnam,China and Cambodia,China and Thailand,Cambodia and Philippines,China and Sri Lanka,China and Cambodia
237,Which new portal has been launched by Union Home Minister Amit Shah to simplify the registration process for Indian-origin citizens abroad?,Bharat Connect Portal,PIO Registration Portal,OCI Portal,Pravasi Mitra Portal,NRI India Link,OCI Portal
238,What is the frequency range proposed to be delicensed for unlicensed indoor use as per the draft rules?,4825-5000 MHz,5925-6425 MHz,6425-7125 MHz,5000-5825 MHz,5800-6000 MHz,5925-6425 MHz
239,Which Indian shooters won the bronze medal in the Trap Mixed Team event at the ISSF Shotgun World Cup 2025 in Cyprus?,Ankur Mittal and Manisha Keer,Kynan Chenai and Sabeera Haris,Mairaj Ahmad Khan and Ganemat Sekhon,Prithviraj Tondaiman and Shreyasi Singh,Lakshay Sheoran and Maheshwari Chauhan,Kynan Chenai and Sabeera Haris
240,What is the name of the operation launched by the Indian Coast Guard to protect Olive Ridley turtles during their nesting season?,Operation Turtle Watch,Operation Ridley Safe,Operation Coast Nest,Operation Gahirmatha,Operation Olivia,Operation Olivia
241,"Recently, which Article of the Constitution did President Droupadi Murmu invoke to seek advice from the Supreme Court regarding the timeline for assent to bills passed by State Legislatures?",Article 142,Article 143,Article 200,Article 201,Article 32,Article 143
242,Which veteran photojournalist and former Senior Special News Photographer of The Hindu passed away at the age of 66?,S. Paul,P. V. Sivakumar,Raghunath Rai,Arko Datta,Sudharak Olwe,P. V. Sivakumar
243,"Under the CEPA agreement, how much gold can India import annually from the UAE at a concessional 1% tariff?",100 tonnes,150 tonnes,180 tonnes,200 tonnes,250 tonnes,200 tonnes
244,"Which glacier in Nepal was recently declared ‘dead’, marking one of the first such cases in the country?",Sarenne Glacier,Okjokull Glacier,Pico Humboldt Glacier,Yala Glacier /,Gangotri Glacier,Yala Glacier /
245,Who is the newly appointed RBI Governor whose signature will appear on the new Rs.20 banknotes?,Shaktikanta Das,Urjit Patel,Sanjay Malhotra,Raghuram Rajan,N.S. Vishwanathan,Sanjay Malhotra
246,Which Indian company recently secured the largest offshore dual-currency loan worth $2.9 billion?,Tata Steel,Reliance Industries,Adani Group,Infosys,Larsen & Toubro,Reliance Industries
247,How much FCI rice has been approved in total for ethanol production under the Ethanol Blended Petrol Programme for the Ethanol Supply Year 2024–25?,2.4 million tonnes,2.8 million tonnes,3.6 million tonnes,5.2 million tonnes,4.5 million tonnes,5.2 million tonnes
248,TCS has partnered with which Mongolian bank to modernise its core digital banking platform using the TCS BaNCS solution?,Trade and Development Bank,Khan Bank,Golomt Bank,State Bank of Mongolia,Ulaanbaatar Bank,Khan Bank
249,"At the 78th World Health Assembly, which disease was India officially certified to have eliminated as a public health problem by the WHO?",Polio,Tuberculosis,Trachoma,Kala-azar,Measles,Trachoma
250,What is the name of the programme launched by the National Commission for Women (NCW) in collaboration with ‘Yuvamanthan’ to combat gender-based issues in educational institutions?,Gender Guard,Campus Calling,Youth Equality Drive,Safe Campus Mission,Women First Campus,Campus Calling
251,Which two organizations signed an MoU to promote ethical Artificial Intelligence (AI) governance and empower public services?,United Nations (UN) and World Economic Forum (WEF),UNESCO and Group of Twenty (G20),WHO and IMF,UNICEF and BRICS,World Bank and WTO,UNESCO and Group of Twenty (G20)
252,What is the key provision of the bill “The One Big Beautiful Bill” recently introduced in the US Congress that impacts immigrants?,Ban on work permits for non-citizens,10% tax on foreign investments,Mandatory visa interviews every year,5% excise tax on international remittances by non-citizens,Limit on number of family-based visas,5% excise tax on international remittances by non-citizens
253,What is the name of the lunar navigation system recently launched by Spanish company GMV?,LUNARIS,LUPIN,NAVMOON,ASTRO-GUIDE,SELENE,LUPIN
254,Which scheme was launched by the Government of Uttar Pradesh to combat child malnutrition in 8 aspirational districts?,Mukhyamantri Suposhan Abhiyan,Bal Swasthya Abhiyan,Mukhyamantri Poshan Yojana,Poshan Suraksha Mission,Shishu Aahar Yojana,Mukhyamantri Suposhan Abhiyan
255,Which 16th-century stepwell in Mehrauli has recently been restored and opened to the public?,Agrasen Ki Baoli,Gandhak Ki Baoli,Rajon Ki Baoli /,Ugrasen Ki Baoli,Adham Khan Ki Baoli,Rajon Ki Baoli /
256,How many individuals from India were featured in the 10th edition of Forbes 30 Under 30 Asia List 2025?,300,94,30,26,20,94
257,"Marang Buru, recently in news due to a meat and alcohol ban, is also known by what other name and is located in which Indian state?","Shatrunjaya Hill, Gujarat","Parasnath Hill, Jharkhand","Girnar Hill, Rajasthan","Udayagiri Hill, Odisha","Annamalai Hill, Tamil Nadu","Parasnath Hill, Jharkhand"
258,What is the key innovation in the new sodium-ion battery developed by JNCASR that enables 80% charging in just six minutes?,Use of lithium-based cathode material,Inclusion of gold nanoparticles,NASICON-type materials with nanoscale engineering,Triple-layer graphene anode,Organic electrolyte modification,NASICON-type materials with nanoscale engineering
259,Where was India’s longest rail flyover girder recently launched by DFCCIL?,"Vadodara, Gujarat","Kalamboli, Maharashtra","Rewari, Haryana","Kharagpur, West Bengal","Vijayawada, Andhra Pradesh","Kalamboli, Maharashtra"
260,Which institution developed the three new crop varieties released by the Ministry of Agriculture and Farmers’ Welfare for the benefit of farmers in Uttar Pradesh?,ICAR,Punjab Agricultural University,Banaras Hindu University,IARI Delhi,National Seed Corporation,Banaras Hindu University
261,India’s Reliance Power Partner with which country to Develop 500 MW Solar Project ?,Singapore,Switzerland,Bhutan,El Salvador,Japan,Bhutan
262,"Which two countries recently conducted the ""Aras-2025"" joint special forces exercise to boost border security?",India and Iran,Iran and Armenia,Azerbaijan and Turkey,Iran and Azerbaijan,Russia and Iran,Iran and Azerbaijan
263,"On the occasion of its 8th anniversary, what major AI-powered feature did Government e-Marketplace (GeM) launch?",GeM Smart Audit Tool,GeM Tracker AI,GeMAI Chatbot,GeM Voice Commerce,GeM Language Suite,GeMAI Chatbot
264,"Which ministry launched Depot Darpan Portal, and digital platforms Anna Mitra, and Anna Sahayata ?",Union Ministry of Housing and Urban Affairs,Union Ministry of Education,Union Ministry of Skill Development and Entrepreneurship,"Union Ministry of Consumer Affairs, Food and Public Distribution",Union Ministry of Jal Shakti,"Union Ministry of Consumer Affairs, Food and Public Distribution"
265,India and the European Union (EU) recently launched two research projects under which platform to address marine plastic litter and develop green hydrogen solutions?,India-Europe Trade Alliance,India-Europe Union Trade and Technology Council,Indo-EU Climate Partnership,EU-India Sustainable Innovation Forum,India-EU Green Energy Mission,India-Europe Union Trade and Technology Council
266,Why did IRDAI impose a Rs.1 crore penalty on Acko General Insurance?,Delay in claim settlements,Non-compliance with investment norms,Violation of outsourcing and commission payment regulations,False advertising,Misuse of customer data,Violation of outsourcing and commission payment regulations
267,"Which bank has sanctioned Rs.1500 crore to MMRDA for slum redevelopment along the Eastern Express Highway in Ghatkopar, Mumbai?",HDFC Bank,Karnataka Bank,Bank of baroda,Canara Bank,Bank of Maharashtra,Bank of Maharashtra
268,"Which Indian state has recently become the first to achieve full functional literacy status, and under which scheme was this milestone reached?",Kerala – Sarva Shiksha Abhiyan,Mizoram – ULLAS,Himachal Pradesh – Beti Bachao Beti Padhao,Tamil Nadu – PM SHRI,Ladakh – National Education Policy,Mizoram – ULLAS
269,What is the total population of Asiatic Lions in Gujarat as per the 2025 lion census?,674,497,891,832,523,891
270,Where was the world’s first commercial-scale e-methanol plant established?,Norway,Germany,Denmark,Sweden,Finland,Denmark
271,Under which initiative has India signed a grant agreement with the Maldives to enhance ferry services in the island nation?,SAGAR Initiative,High Impact Community Development Project Phase III,Indian Ocean Maritime Vision,Neighbourhood First Policy,Blue Economy Partnership Program,High Impact Community Development Project Phase III
272,Which country has taken over as the chair of the Asian Productivity Organization (APO) for 2025–26?,China,Indonesia,Japan,India,South Korea,India
273,Where was the 2025 World Hydrogen Summit held ?,"Paris, France","Berlin, Germany","Tokyo, Japan","Rotterdam, Netherlands","New York, USA","Rotterdam, Netherlands"
274,"Which newly designated Conservation Reserve in Himachal Pradesh has become India’s largest, known for its snow leopard population?",Naina Devi Conservation Reserve,Darlaghat Conservation Reserve,Potter Hills Conservation Reserve,Shilli Conservation Reserve,Tsarap Chu Conservation Reserve,Tsarap Chu Conservation Reserve
275,What is the name of the stitched sail ship recreated by the Indian Navy based on Ajanta paintings?,INS Vikrant,INSV Kaundinya,INS Shankhnaad,INS Ajanta,INSV Samudra,INSV Kaundinya
276,Which Indian author won the International Booker Prize 2025 for a Kannada short story collection?,Arundhati Roy,Banu Mushtaq,Anitha Desai,Vaidehi,Temsula Ao,Banu Mushtaq
277,Who has been appointed as Sudan’s first Prime Minister since the civil war began in April 2023?,Omar al-Bashir,Abdalla Hamdok,Kamil al-Taib Idris,Abdel-Fattah Burhan,Mohamed Hamdan Dagalo,Kamil al-Taib Idris
278,Which South American country recently joined China’s Belt and Road Initiative (BRI) to boost exports and investment?,Brazil,Argentina,Peru /,Colombia,Chile,Colombia
279,What is the full form of the SPICED scheme launched by the Spices Board for 2025–26?,Spices Promotion in Collaboration for Export Development,Sustainable Practices in Cardamom Export Development,"Sustainability in Spice Sector through Progressive, Innovative and Collaborative Interventions for Export Development",Spices Investment and Collaboration for Export Drive,Spices Production Innovation for Cardamom Export Development,"Sustainability in Spice Sector through Progressive, Innovative and Collaborative Interventions for Export Development"
280,What is the objective of the Bharatiya Bhasha Summer Camp launched by the Ministry of Education in New Delhi?,To train teachers in foreign languages,To teach coding skills to students,To promote foundational literacy and multilingual learning through Indian language,To provide summer employment opportunities to students,To promote sports and fitness activities in schools,To promote foundational literacy and multilingual learning through Indian language
281,Which country launched the first batch of AI-powered satellites to build the world’s first supercomputer in orbit?,USA,Russia,Japan,China,India,China
