Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
157,"The AWBI operates under the Department of Animal Husbandry and Dairying, which is a part of which larger Ministry?",Union Ministry of Home Affairs,"Union Ministry of Fisheries, Animal Husbandry and Dairying",Union Ministry of Power,Union Ministry of Social Justice and Empowerment,Union Ministry of Heavy Industries,"Union Ministry of Fisheries, Animal Husbandry and Dairying"
158,World Hindi Day celebrated every year on which day ?,9 January,10 January,11 January,12 January,13 January,10 January
159,"Who Introduced New 15-Day Credit Reporting Rule Effective from January 1, 2025 ?",NABARD,RBI,EPFO,SEBI,NPCI,RBI
160,"Which organisation has partnered with IIMA Ventures to launch Swanari TechSprint 3.0, a programme aimed at fostering women-centric fintech startups in India ?",National Payments Corporation of India (NPCI),Small Industries Development Bank of India (SIDBI),Reserve Bank Innovation Hub (RBIH),Securities and Exchange Board of India (SEBI),Indian Banks’ Association (IBA),Reserve Bank Innovation Hub (RBIH)
161,What is the name of the new insurance plan introduced by RenewBuy?,RenewBuy Life Care Plan,RenewBuy Smart Term Plan,RenewBuy Secure Policy,RenewBuy Comprehensive Insurance,RenewBuy Term Shield,RenewBuy Smart Term Plan
162,Mukhyamantri Maiya Samman Yojana Launched by which government ?,Tripura,Jharkhand,Assam,Bihar,Meghalaya,Jharkhand
163,"At 116 years old, Sister Inah Canabarro Lucas has been confirmed as the world’s oldest living person by LongeviQuest. She is from which Country ?",Spain,Italy,Brazil,UK,None of these,Brazil
164,Which country has launched its first certificate course in Hindi on the occasion of the World Hindi Day in 2025?,Sri Lanka,Nepal,Bhutan,India,Bangladesh,Sri Lanka
165,"Which edition of Indusfood 2025 Held at Greater Noida,Uttar Pradesh ?",4th,6th,8th,10th,12th,8th
166,Which state government partnered with Google Cloud launch AI-powered Agriculture network?,Maharashtra,Assam,Kerala,Uttar pradesh,Rajasthan,Uttar pradesh
167,Who has been appointed as the chairperson of Equal’s newly formed Advisory Board?,Justice B. N. Srikrishna,Justice Dipak Misra,Justice R. F. Nariman,Justice Arun Mishra,Justice Kurian Joseph,Justice B. N. Srikrishna
168,Bureau of Indian Standards established in which year ?,1956,1965,1977,1987,1985,1987
169,What was the score achieved by SECI under the MoU with MNRE for FY 2023- 24?,85 out of 100,90 out of 100,96 out of 100,80 out of 100,98 out of 100,96 out of 100
170,What is the record-breaking number of participants expected for the Tata Mumbai Marathon 2025?,"30,000 runners","40,000 runners","50,000 runners","60,000 runners","70,000 runners","60,000 runners"
171,"Piyush Goyal, Union Minister of Commerce and Industry, has started which edition of the National Programme for Organic Production (NPOP) at the Bharat Ratna C. Subramaniam Auditorium (NASC Complex), Pusa in New Delhi ?",5th,6th,7th,8th,9th,8th
172,Joseph Aoun elected as the new President of which country after a two- year-long presidential vacuum?,Namibia,Lebanon,Uruguay,Chad,Haiti,Lebanon
173,Which company has launched two indigenously designed and constructed Fast Patrol Vessels (FPVs) for the Indian Coast Guard ?,Cochin Shipyard Limited,Hindustan Shipyard,Garden Reach Shipbuilders & Engineers,Mazagon Dock Shipbuilders,Goa Shipyard Limited,Goa Shipyard Limited
174,Groww Asset Management Limited established in which year ?,2006,2008,2010,2012,2015,2008
175,Which platform has been exclusively mandated by IBBI for asset sales under the liquidation process?,GEM (Government e-Marketplace),eBKray auction platform,MCA21 portal,NCLT auction system,SEBI e-Auction portal,eBKray auction platform
176,Securities and Exchange Board of India Chairperson Madhabi Puri Buch Predicts how much percent Increase in Capital Market Fundraising ?,15%,18%,21%,25%,28%,21%
177,"What amount given by World Bank to Meghalaya Multisectoral Project for Adolescent Wellbeing, Empowerment and Resilience (MPOWER) ?",USD 15 million,USD 25 million,USD 30 million,USD 35 million,USD 40 million,USD 35 million
178,Suryoday Small Finance Bank established in which year ?,2015,2017,2019,2020,2021,2017
179,Which bank Offer AI-Driven Support and Digital Payment Solutions for Maha Kumbh 2025 ?,HDFC Bank,Karnataka Bank,Bank of baroda,Canara Bank,None of these,Bank of baroda
180,Where was the Inland Waterways Development Council (IWDC) meeting held?,Guwahati,New Delhi,Kaziranga,Kolkata,Varanasi,Kaziranga
181,Who Inaugurate Z-Morh Tunnel for Boosting Kashmir-Ladakh Connectivity ?,Draupadi Murmu,Narendra Modi,Om Birla,S Jaishankar,None of the above,Narendra Modi
182,What is the name of Swiggy’s new standalone food delivery app?,Swiggy Express,Snacc by Swiggy,Swiggy QuickBite,SnackTime,Swiggy Lite,Snacc by Swiggy
183,The Centre released how much tax devolution to the state governments to accelerate capital expenditure and finance welfare activities ?,Rs 1.7 lakh crore,Rs 1.53 lakh crore,Rs 1.63 lakh crore,Rs 1.73 lakh crore,Rs 1.13 lakh crore,Rs 1.73 lakh crore
184,"Which state offered a $1 million prize for deciphering the Indus Valley script, which has been an unsolved mystery for almost a century ?",Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Tamil Nadu
185,Tamim Iqbal has recently announced his retirement from international cricket. He is from which country?,Sri Lanka,Nepal,Bhutan,India,Bangladesh,Bangladesh
186,Which edition of “Future of Jobs Report 2025 – Insights Report January 2025” Published by World Economic Forum (WEF) ?,3rd,4th,5th,6th,7th,5th
187,Varun Aaron has announced his retirement at the age of 35. He is from which sports ?,Cricket,Football,Shooting,Badminton,Tennis,Cricket
188,Which state government has signed an agreement with software giant Infosys to provide technical help for the state's expected first-ever skill census initiative in the country ?,Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Andhra Pradesh
189,Which ministry Launched Bharat Cleantech Manufacturing Platform at Bharat Climate Forum 2025 in New Delhi ?,Union Ministry of Home Affairs,Union Ministry of Education,Union Ministry of Skill Development and Entrepreneurship,Union Ministry of Social Justice and Empowerment,Union Ministry of Commerce and Industry,Union Ministry of Commerce and Industry
190,What is the name of the rocket by Blue Origin set to make its inaugural launch?,Falcon Heavy,New Glenn,Atlas V,Vulcan Centaur,Starship,New Glenn
191,Which country will host the 28th Conference of Speakers and Presiding Officers of Parliaments of Commonwealth Countries (CSPOC) in 2026 ?,Sri Lanka,Nepal,Bhutan,India,Bangladesh,India
192,Who announced a USD 3 billion investment in India over the next two years to enhance AI and cloud infrastructure ?,Microsoft,Google,Tally solutions,IBM,WIPRO,Microsoft
193,National Youth Day is celebrated annually on which day ?,12 January,13 January,14 January,15 January,16 January,12 January
194,Which bank is marketing its first dollar syndicated loan since 2012 of as much as $400 million ?,Canara Bank,Bank of India,HDFC Bank,UCO Bank,Axis Bank,Bank of India
195,How many persons can an investor declare as nominees under the revised SEBI rules for demat accounts or mutual fund folios?,8,10,12,15,16,10
196,What was the Consumer Price Index (CPI)-based retail inflation in December 2024 as reported by MoSPI?,5%,5.22%,6%,5.7%,6.5%,5.22%
197,Who has been appointed as the new secretary of the Board of Control for Cricket in India (BCCI)?,Jay Shah,Devajit Saikia,Sourav Ganguly,Rahul Dravid,Anurag Thakur,Devajit Saikia
198,Why is India's inclusion in the UN Committee of Experts on Big Data significant?,It enhances India's role in climate policy formulation,It recognizes India as a global leader in data science and statistical innovation,It helps India influence global trade policies,It promotes India’s interests in artificial intelligence research,It aids in India's sustainable development goals,It recognizes India as a global leader in data science and statistical innovation
199,How much total investment has the Adani Group committed in Chhattisgarh for energy and cement projects?,"Rs 40,000 crore","Rs 45,000 crore","Rs 50,000 crore","Rs 60,000 crore","Rs 65,000 crore","Rs 65,000 crore"
200,What is the Outlay of the project INROAD (Indian Natural Rubber Operations for Assisted Development) ?,Rs.50 crore,Rs.100 crore,Rs.150 crore,Rs.200 crore,Rs.250 crore,Rs.100 crore
201,Which state government launched the Swami Vivekanand Yuva Shakti Mission on the occasion of the National Youth day?,Uttar Pradesh,Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,Madhya Pradesh
202,Which state became the 34th state to implement the Ayushman Bharat Pradhan Mantri Jan Arogya Yojana (AB PM-JAY) ?,Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Odisha
203,Kappad beach and Chal beach wins Blue Flag certification. It is in which state ?,Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Kerala
204,Which organization has launched a dedicated Post-Retirement Benefit (PRB) Cell to enhance the welfare and convenience of its retired employees?,Solar Energy Corporation of India Ltd,Hindustan Aeronautics Limited,South Eastern Coalfields Limited (SECL),Steel Authority of India Limited,Bharat Heavy Electricals Limited,South Eastern Coalfields Limited (SECL)
205,Where is the headquarter of International Union for Conservation of Nature (IUCN) ?,Singapore,Germany,Switzerland,Denmark,Cambodia,Switzerland
206,Who has successfully completed user trials of HIMKAVACH multi-layer clothing system in extreme cold weather conditions ?,DRDO,ISRO,HAL,NASA,None of these,DRDO
207,Which institutions are collaborating with C-DOT for the development of the Wideband Spectrum-Sensor ASIC-Chip?,IIT Delhi and IIT Bombay,IIT Kanpur and IIT Hyderabad,IIT Madras and IISc Bengaluru,IIT Mandi and IIT Jammu,IIT Roorkee and IIT Guwahati,IIT Mandi and IIT Jammu
208,Who was recently honored with the ‘Satyajit Ray Lifetime Achievement Award’ for contributions to Indian cinema?,Aparna Sen,Sharmila Tagore,Satyajit Ray,Rituparno Ghosh,Soumitra Chatterjee,Aparna Sen
209,"Which state University was recognized by the University Grants Commission (UGC) under Section 2(f) of the UGC Act, 1956, enabling it to offer academic courses in physical education and sports sciences ?",Tripura,Jharkhand,Assam,Bihar,Meghalaya,Bihar
210,Which bank has introduced the ‘Chiranjeevi-Super Senior Citizen FD’ scheme?,HDFC bank,ICICI bank,RBL bank,Bandhan bank,IDBI bank,IDBI bank
211,Which Bank has introduced two new slabs for savings bank (SB) deposit holders ?,AU Small Finance Bank Limited,Capital Small Finance Bank Limited,Jana Small Finance Bank,Shivalik Small Finance Bank,Equitas Small Finance Bank Limited,Equitas Small Finance Bank Limited
212,Who has been appointed as the Group Chief Executive Officer (CEO) of Angel One?,Sundar Pichai,Ambarish Kenghe,Satya Nadella,Rajesh Gopinathan,Nandan Nilekani,Ambarish Kenghe
213,What is the India’s wholesale price inflation in December ?,2.37%,4.27%,2.15%,1.54%,3.45%,2.37%
214,Where did the first edition of the Kho Kho World Cup take place?,"Jawaharlal Nehru Stadium, New Delhi","Kalinga Stadium, Bhubaneswar","Indira Gandhi Indoor Stadium, New Delhi","Salt Lake Stadium, Kolkata","M. Chinnaswamy Stadium, Bengaluru","Indira Gandhi Indoor Stadium, New Delhi"
215,The Gaan Ngai festival commemorates the end of the harvest season and is celebrated in which state ?,Tripura,Mizoram,Assam,Manipur,Meghalaya,Manipur
216,Which state inaugurated Prasar Bharati’s FM channel ‘Kumbhvani’ at the Circuit House ?,Uttar Pradesh,Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,Uttar Pradesh
217,"Union Minister of Commerce & Industry, Piyush Goyal has inaugurated the National Turmeric Board in which city ?",Guwahati,New Delhi,Kaziranga,Kolkata,Varanasi,New Delhi
218,Who is the author of the book Middle Class India: Driving Change in the 21st Century?,Arundhati Roy,P. Sainath,Shashi Tharoor,Chetan Bhagat,Manisha Pande,Manisha Pande
219,Annabel Sutherland selected as the ICC Women’s player of the month for December 2024. She is from which country ?,England,New Zealand,Australia,South Africa,Ireland,Australia
220,Who is the Chairman of the reconstituted Atomic Energy Commission (AEC)?,Manoj Govil,Pankaj Kumar Mishra,Suresh Kumar,Ajit Kumar Mohanty,Anamika sen,Ajit Kumar Mohanty
221,What type of missile is the Nag Mk 2?,Surface-to-Air Missile,Air-to-Air Missile,Cruise Missile,Ballistic Missile,Anti-Tank Guided Missile,Anti-Tank Guided Missile
222,What monthly pension has the Odisha government announced for people jailed during the Emergency?,Rs.5000,Rs.10000,Rs.15000,Rs.20000,Rs.25000,Rs.20000
223,Which high court did K. Vinod Chandran serve as the Chief Justice before being elevated to the Supreme Court?,Delhi High Court,Patna High Court,Kerala High Court,Bombay High Court,Madras High Court,Patna High Court
224,Indian Army Day is celebrated annually on which day ?,15 January,16 January,17 January,18 January,19 January,15 January
225,When is National Startup Day celebrated in India?,15 January,16 January,17 January,18 January,19 January,16 January
226,Who has been appointed as the Managing Director (MD) and Chief Executive Officer (CEO) of Punjab National Bank (PNB)?,Rajnish Kumar,S. S. Mallikarjuna Rao,Atanu Kumar Das,Ashok Chandra,Shyam Srinivasan,Ashok Chandra
227,Which Indian organization has partnered with UAE-based Magnati to advance QR-based UPI payments in the Middle East?,Reserve Bank of India (RBI),State Bank of India (SBI),NPCI International Payments Limited (NIPL),Paytm,HDFC Bank,NPCI International Payments Limited (NIPL)
228,Tata Capital raises how much through maiden international bond ?,$100 million,$200 million,$300 million,$400 million,$500 million,$400 million
229,Who has been appointed as the MD & CEO of Institutional Equities at JM Financial Institutional Securities?,Ramesh Gupta,Alok Sharma,Ankur Jhaveri,Ravi Iyer,Prashant Mehta,Ankur Jhaveri
230,What is the GDP growth forecast for India by FICCI for the financial year 2024- 25?,6.4%,5.6%,6.8%,5.2%,6.7%,6.4%
231,Where were the three naval combatants commissioned?,Kochi Naval Base,"Naval Dockyard, Mumbai",Visakhapatnam Naval Dockyard,Chennai Port,Goa Naval Base,"Naval Dockyard, Mumbai"
232,What is the rank of India in Annual India Fintech Report 2024 ?,1st,2nd,3rd,4th,5th,3rd
233,"What is the primary aim of the Chief Election Commissioner and Other Election Commissioners Act, 2023?",To reduce the tenure of election commissioners,To centralize the election process,To widen the scope of selection of election commissioners,To introduce electronic voting machines,To limit the powers of the Election Commission,To widen the scope of selection of election commissioners
234,"Union Education Minister Dharmendra Pradhan has inaugurated the registration page for the third edition of Kashi Tamil Sangamam, a 10-day festival taking place in which city ?",Guwahati,New Delhi,Kaziranga,Kolkata,Varanasi,Varanasi
235,Who has been appointed as the Secretary of the Department of Higher Education under the Ministry of Education?,Alok Kumar,Ramesh Pokhriyal,Anurag Sharma,Amit Khare,Vineet Joshi,Vineet Joshi
236,Where has the first astronomical observatory of Eastern India been inaugurated?,West Bengal,Karnataka,Uttarakhand,Haryana,Maharashtra,West Bengal
237,On which route is the first trial run of the hydrogen-powered train in India expected to take place?,Delhi-Agra,Mumbai-Pune,Jind-Sonipat,Chennai-Bengaluru,Jaipur-Ajmer,Jind-Sonipat
238,Which Indian grandmaster defeated World No. 1 Magnus Carlsen and World No. 2 Fabiano Caruana in an online chess competition?,Praggnanandhaa R,Nihal Sarin,Gukesh D,Arjun Erigaisi,Viswanathan Anand,Arjun Erigaisi
239,"Who broke multiple records in the 3rd ODI against Ireland Women at the Niranjan Shah Stadium, Rajkot ?",Smriti Mandhana,Harmanpreet Kaur,Mithali Raj,Shafali Verma,Deepti Sharma,Smriti Mandhana
240,"Who has inaugurated the ‘Bharat Mobility Global Expo 2025′, the largest mobility expo in the country, at Bharat Mandapam in New Delhi ?",Draupadi Murmu,Narendra Modi,Om Birla,S Jaishankar,None of the above,Narendra Modi
241,"The Ministry of Defence (MoD) has inked a Rs. 2,960 crore contract with which company to provide Medium-Range Surface-to-Air Missiles (MRSAM) to the Indian Navy ?",Hindustan Aeronautics Limited,Bharat Heavy Electricals Limited,Bharat Dynamic Limited,Tata Advanced Systems,Bharat Electronics Limited,Bharat Dynamic Limited
242,Under which ministry does the Department for Promotion of Industry and Internal Trade (DPIIT) operate?,Union Ministry of Home Affairs,Union Ministry of Education,Union Ministry of Skill Development and Entrepreneurship,Union Ministry of Social Justice and Empowerment,Union Ministry of Commerce and Industry,Union Ministry of Commerce and Industry
243,How many Indian banks were ranked in the top 25 global banks by market capitalization in Q4 2024?,1,2,3,4,5,3
244,Which insurance company has recently partnered with Saraswat Co-operative Bank Ltd for a strategic bancassurance collaboration in January 2025?,Bajaj Allianz General Insurance,ICICI Prudential Life Insurance,Kotak Mahindra Life Insurance,Reliance Nippon Life Insurance,PNB MetLife India Insurance,PNB MetLife India Insurance
245,Which state-owned Indian entity signed an agreement with Japan Bank for International Cooperation (JBIC) for a loan facility?,Power Grid Corporation of India,Power Finance Corporation (PFC),Rural Electrification Corporation (REC),NTPC Limited,NHPC Limited,Power Finance Corporation (PFC)
246,Which company has launched the Sunishchit Laabh savings plan?,HDFC Life Insurance,ICICI Prudential Life Insurance,LIC of India,SBI Life Insurance,Shriram Life Insurance,Shriram Life Insurance
247,Which state launches ‘Garudakshi’ portal for Forest Protection ?,West Bengal,Karnataka,Uttarakhand,Haryana,Maharashtra,Karnataka
248,India Meteorological Department (IMD) under the Ministry of Earth Sciences (MoES) celebrated its _ Foundation Day.,140th,142nd,148th,150th,152nd,150th
249,Who has been reappointed as the Chairperson of the Executive Council of the Prime Ministers Museum and Library Society?,Amit Shah,Nripendra Mishra,Rajnath Singh,Piyush Goyal,Nitin Gadkari,Nripendra Mishra
250,India Unveils ‘Utkash’ as Second Multi-Purpose Vessel. It is buit by which company ?,Cochin Shipyard Limited,Hindustan Shipyard,Garden Reach Shipbuilders & Engineers,Mazagon Dock Shipbuilders,L&T Shipyard,L&T Shipyard
251,Where was the Bhargavastra micro missile system successfully tested?,"Chandipur Firing Range, Odisha","Gopalpur Seaward Firing Range, Odisha","Pokhran Test Range, Rajasthan","Wheeler Island, Odisha","Kalaikunda Air Base, West Bengal","Gopalpur Seaward Firing Range, Odisha"
252,"The ____ Foundation Day of Startup India, celebrated in New Delhi.",4th,6th,7th,9th,11th,9th
253,Which e-commerce giant has signed an agreement to acquire fintech lending start-up Axio?,Amazon,Flipkart,Google,Messho,Swiggy,Amazon
254,The Union Cabinet approved establishing a third launchpad at Isro's Satish Dhawan Space Centre in Sriharikota at a cost of ___.,"Rs.3,985 crore","Rs.3,455 crore","Rs.2,745 crore","Rs.3,967 crore","Rs.3,650 crore","Rs.3,985 crore"
255,Who Decided to Conduct Daily Variable-Rate Repo (VRR) Operations to Boost Banking Liquidity amid Deficit ?,Reserve Bank of India (RBI),State Bank of India (SBI),NPCI International Payments Limited (NIPL),Paytm,HDFC Bank,Reserve Bank of India (RBI)
256,Who has partnered with the National Institute of Securities Markets (NISM) to launch an e-learning course on municipal bonds ?,NABARD,RBI,EPFO,SEBI,NPCI,SEBI
257,What is the primary focus of the collaboration between FIU-IND and NHB?,Promoting housing development schemes,Enhancing digital payment systems,Facilitating rural credit availability,Monitoring foreign exchange transactions,"Intelligence sharing, capacity building, and risk assessment","Intelligence sharing, capacity building, and risk assessment"
258,RBI has instructed banks and other regulated entities (REs) to use the which phone numbering series exclusively for making transactional calls to customers ?,1200xx,1400xx,1500xx,1600xx,1800xx,1600xx
259,Which financial institution has received RBI approval to open 20 branches across 20 cities in India?,Citibank,Standard Chartered Bank,Barclays Bank,HSBC India,Deutsche Bank,HSBC India
260,What was the total loan disbursal amount under PMMY in the third quarter of the financial year ending December 2024?,Rs.3.39 lakh crore,Rs.3 lakh crore,Rs.2.25 lakh crore,Rs.3.75 lakh crore,Rs.2.45 lakh crore,Rs.3.39 lakh crore
261,What is the projected growth rate of India for FY26 and FY27 as per the IMF?,4.5%,5.5%,5.8%,6.5%,6.8%,6.5%
262,Novak Djokovic broke a tie with which player for the most Grand Slam matches in tennis history ?,Carlos Alcaraz,Rafael Nadal,Roger Federer,Jannik Sinner,None of these,Jannik Sinner
263,Who has been appointed as the Director General of the Central Reserve Police Force (CRPF)?,Kuldiep Singh,Rakesh Asthana,Gyanendra Pratap Singh,Anil Chauhan,Sudeep Lakhtakia,Gyanendra Pratap Singh
264,"What is the name of the app launched under the Defence Ministry's ""battle tourism"" plan?",Bharat Sainik Darshan,Bharat Yodha App,Bharat Ranbhoomi Darshan App,Veer Bharat App,Battlefields of India App,Bharat Ranbhoomi Darshan App
265,Which edition of the multinational naval exercise La Perouse held in the eastern Indian Ocean ?,1st,2nd,3rd,4th,5th,4th
266,Archaeological Experiential Museum Inaugurated by Union Ministry of Culture and the Gujarat State Government in which state ?,Uttar Pradesh,Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,Gujarat
267,Donald Trump was sworn in as which President of the United States?,45th,46th,47th,48th,49th,47th
268,Global Lighthouse Network (GLN) launched in which year ?,2015,2017,2018,2019,2020,2018
269,Which northeastern state is the first to distribute property cards under the Centre’s village survey scheme ‘SVAMITVA’?,Meghalaya,Arunachal Pradesh,Assam,Mizoram,Nagaland,Mizoram
270,Indian Space Research Organisation (ISRO) established in which year ?,1945,1954,1964,1969,1972,1969
271,Who inaugurated the 85th All India Presiding Officers’ Conference (AIPOC) in Patna?,Draupadi Murmu,Narendra Modi,Om Birla,S Jaishankar,None of the above,Om Birla
272,National Penguin Awareness Day celebrated annually on which day ?,19 January,20 January,21 January,22 January,23 January,20 January
273,What changes have been made by the Reserve Bank of India (RBI) under the Foreign Exchange Management Act (FEMA)?,Promoting digital payments across India,Allowing cross-border transactions in Indian Rupee (INR) and local/national currencies,Imposing restrictions on foreign direct investments,Enhancing cash withdrawal limits for NRIs,Introducing stricter regulations for forex trading,Allowing cross-border transactions in Indian Rupee (INR) and local/national currencies
274,Who has been appointed as the Managing Director and Chief Executive Officer of Zurich Kotak General Insurance?,Sanjay Mehrotra,Vikram Singh Mehta,Alok Kumar Agarwal,Ajay Bansal,Ramesh Chandran,Alok Kumar Agarwal
275,In which country Policybazaar launched the PB Advantage initiative?,Netherland,Mauritius,Moldova,Singapore,UAE,UAE
276,Who inaugurated the two-day international seminar on “Formalization and Social Security Coverage for Workers in the Informal Sector”?,Amit Shah,Dr. Mansukh Mandaviya,Rajnath Singh,Piyush Goyal,Nitin Gadkari,Dr. Mansukh Mandaviya
277,What is the total amount agreed by the Union Cabinet to revive Rashtriya Ispat Nigam Limited (RINL)?,"Rs.11,440 crore","Rs.10,240 crore","Rs.12,650 crore","Rs.9,440 crore","Rs.11,120 crore","Rs.11,440 crore"
278,Which organization launched the Internet Governance Internship and Capacity Building Scheme?,Ministry of Electronics and Information Technology (MeitY),National Informatics Centre (NIC),National Internet Exchange of India (NIXI),Indian Institute of Technology (IIT),Internet and Mobile Association of India (IAMAI),National Internet Exchange of India (NIXI)
279,MEITY in association with Data Security Council of India (DSCI) Launches which edition of Cyber Security Grand Challenge for Advancing Cyber security Innovations ?,1st,2nd,3rd,4th,5th,2nd
280,National broadband mission (NBM) launched in which year ?,2015,2017,2019,2021,2023,2019
281,"Which state has approved solar power projects worth over Rs 10,000 crore to meet the state's renewable energy capacity of 22,000 megawatts (MW) ?",Uttar Pradesh,Gujarat,Rajasthan,Maharashtra,Madhya Pradesh,Uttar Pradesh
282,What is the name of the air taxi prototype unveiled by Sarala Aviation?,SkyGlide,SwiftAir,Nimbus,AeroOne,Shunya,Shunya
283,India clinches historic double victory in men’s and women’s titles in Kho Kho World Cup by defeating which country ?,Sri Lanka,Nepal,Bhutan,Bangladesh,None of these,Nepal
284,Which country has recently been admitted as a “partner country” of the BRICS bloc?,Sweden,Spain,Gabon,Comoros,Nigeria,Nigeria
285,Who was awarded the Gates-Cambridge Impact Prize 2025?,Dr. Ramesh Kulkarni,Prof. Urbasi Sinha,Prof. Sudha Murthy,Dr. Vandana Sharma,Prof. Anil K. Gupta,Prof. Urbasi Sinha
286,"David Lynch, who recently passed away, was renowned for his work in which field?",Literature,Filmmaking,Painting,Music,Theatre,Filmmaking
287,Which team did Karnataka defeat in the Vijay Hazare Trophy 2024-25 final?,Punjab,Uttar Pradesh,Vidarbha,Gujarat,Hyderabad,Vidarbha
288,"The Reserve Bank of India has revealed the names of the members of the Standing External Advisory Committee (SEAC), which will evaluate applications for Universal Banks and Small Finance Banks. What is the tenure of SEAC committee ?",1 years,2 years,3 Years,4 Years,5 Years,3 Years
289,Who released the list of Non-Banking Finance Companies (NBFCs) in the Upper Layer (UL) segment under the Scale Based Regulation (SBR) for NBFCs for the financial year 2024-25(FY25) ?,NABARD,RBI,EPFO,SEBI,NPCI,RBI
290,What is the GDP growth projection for India in the current fiscal by Deloitte India?,6.5-6.8%,5.5-5.8%,7.0-7.3%,6.0-6.3%,7.5-7.8%,6.5-6.8%
291,Which insurance company has entered into a partnership with Bharti Airtel to create a digital platform for financial services ?,Go Digit General Insurance,Universal Sompo General Insurance,Kotak Mahindra Life Insurance,Bajaj Finance,None of these,Bajaj Finance
292,Which organization developed the ‘Entity Locker’ platform?,National Informatics Centre (NIC),Ministry of Corporate Affairs (MCA),National eGovernance Division (NeGD),Reserve Bank of India (RBI),Central Bureau of Digital Infrastructure (CBDI),National eGovernance Division (NeGD)
293,Who has claimed the top spot in the inaugural HSBC Hurun Global Indians List 2024 ?,Microsoft Chairman and CEO Satya Nadella,Alphabet CEO Sundar Pichai,YouTube CEO Neal Mohan,Google cloud CEO Thomas Kurian,Adobe CEO Shantanu Narayan,Microsoft Chairman and CEO Satya Nadella
294,Singapore’s Global Finance & Technology Network (GFTN) signed an MoU with which state to establish the Global Competency Centre ?,Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Odisha
295,Which state recently approved the rules and regulations for the Uniform Civil Code (UCC) ?,West Bengal,Karnataka,Uttarakhand,Haryana,Maharashtra,Uttarakhand
296,United States President Donald Trump signed an executive order to withdraw from which Organisation on his very first day in office ?,WHO,WTO,IMF,ADB,None of these,WHO
297,On which day Lokpal of India celebrated its inaugural Foundation Day at the Manekshaw Centre in New Delhi ?,"January 16, 2025","January 17, 2025","January 18, 2025","January 19, 2025","January 20, 2025","January 16, 2025"
298,The United States of America (USA)’s Bureau of Industry & Security (BIS) has removed how many Indian nuclear entities from its restrictive Entity List ?,2,3,4,5,6,3
299,"Which state government has launched ‘Deendayal Upadhyay Bhoomiheen Krishi Majdoor Kalyana Yojana’ to provide Rs 10,000 annual aid to labourers?",Tripura,Jammu and Kashmir,Nagaland,Bihar,Chhattisgarh,Chhattisgarh
300,Which region’s women entrepreneurs were highlighted in the 118th episode of “Mann Ki Baat”?,Lakshadweep,Andaman and Nicobar Islands,Kerala,Goa,Tamil Nadu,Andaman and Nicobar Islands
301,The third National Mining Ministers Conference concluded in which state ?,Kerala,Tamil Nadu,Odisha,Andhra Pradesh,Telangana,Odisha
302,"The northeastern states of Manipur, Meghalaya, and Tripura celebrate their Statehood Day on which day ?",20 January,21 January,22 January,23 January,24 January,21 January
303,Which act provides the legislative framework for Asset Reconstruction Companies in India?,"Banking Regulation Act, 1949","SARFAESI Act, 2002","Companies Act, 2013","RBI Act, 1934","Insolvency and Bankruptcy Code, 2016","SARFAESI Act, 2002"
304,Which General Insurance Company Launches CyberEdge a Comprehensive Cyber Insurance Solution for Indian Businesses ?,Bajaj Allianz General Insurance,ICICI Prudential Life Insurance,Kotak Mahindra Life Insurance,TATA AIG General Insurance Company,PNB MetLife India Insurance,TATA AIG General Insurance Company
305,What type of service will Skydo Technologies provide under the RBI authorization?,Domestic fund transfers,International credit ratings,Cross-border payment aggregation,Cryptocurrency trading,Digital wallet services,Cross-border payment aggregation
306,When was the Paris Agreement on climate change originally adopted?,2012,2013,2014,2015,2016,2015
307,Which Edition of World Future Skills Index 2025 Published by Quacquarelli Symonds (QS) ?,1st,2nd,3rd,4th,5th,1st
308,Which edition of Jaipur Literature Festival to begin from January 30 ?,12th,14th,16th,18th,20th,18th
309,Which government department has entered into an alliance with Apna for a talent hunt to equip startups with skilled manpower?,Department of Higher Education,Department of Official Language,Department of Fertilizers,Department for Promotion of Industry and Internal Trade,Department of Consumer Affairs,Department for Promotion of Industry and Internal Trade
310,Subhash Chandra Bose Aapda Prabandhan Puraskar started in which year ?,2015,2016,2018,2019,2020,2019
311,Who has been elected as the president of the Institute of Company Secretaries of India (ICSI) for 2025?,Rajesh Verma,Dhananjay Shukla,Meena Gupta,Ankit Srivastava,Piyush Sharma,Dhananjay Shukla
312,What is the approved Minimum Support Price (MSP) of Raw Jute (TD-3 grade) for the 2025-26 marketing season?,"Rs. 5,450 per quintal","Rs. 5,650 per quintal","Rs. 5,000 per quintal","Rs. 5,750 per quintal","Rs. 5,950 per quintal","Rs. 5,650 per quintal"
