Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
135,"Which country’s Prime Minister, Lawrence Wong, visited India in September 2025 to mark the 60th anniversary of diplomatic relations between the two nations?",Malaysia,Singapore,Thailand,Indonesia,Vietnam,Singapore
136,Which company became the first ground handling company in India to receive safety clearance from DGCA?,Air India Limited,SATS Limited,Air India SATS Airport Services Private Limited (AISATS),IndiGo Ground Services,SpiceJet Cargo,Air India SATS Airport Services Private Limited (AISATS)
137,Which portal was launched by the Ministry of Textiles to streamline cotton procurement and enable Aadhaar-linked payments to farmers?,Kapas Kisan,e-Krishi,Digital Cotton Platform,Kisan Suvidha,Cotton Connect,Kapas Kisan
138,Sohan Lal Commodity Management Limited (SLCM) recently partnered with which two banks to provide unified collateral management services across India?,SBI and PNB,IDBI Bank and Punjab & Sind Bank,HDFC Bank and ICICI Bank,Bank of Baroda and Canara Bank,Axis Bank and Union Bank of India,IDBI Bank and Punjab & Sind Bank
139,Which bank signed an MoU with DPIIT to support startups and innovators across India?,HDFC Bank,ICICI Bank,Axis Bank,Yes Bank,SBI,ICICI Bank
140,Who chaired the recent Sub-Committee meeting of the Financial Stability and Development Council (FSDC-SC)?,Nirmala Sitharaman,Sanjay Malhotra,Shaktikanta Das,Ajay Seth,Rajiv Kumar,Sanjay Malhotra
141,Suryoday Small Finance Bank (SSFB) recently launched secured credit cards backed by which type of collateral?,Gold,Mutual Funds,Insurance Policies,Real Estate,Fixed Deposits,Fixed Deposits
142,How many Aadhaar authentication transactions were recorded in August 2025 by UIDAI?,180 crore,200 crore,213 crore,221 crore,230 crore,221 crore
143,"Axis Bank recently launched the 3rd edition of its flagship initiative, Sparsh Week. What is the theme for Sparsh Week 2025?",Raise the Bar,Empower the Customer,Banking for All,Digital First,Customer First,Raise the Bar
144,The Union Home Ministry and Manipur Government signed a peace pact with which insurgent group?,NSCN-IM,ULFA,LTTE,Bodo,Kuki-Zo,Kuki-Zo
145,Which institute retained the No. 1 rank in the Engineering category in the NIRF Rankings 2025?,IIT Delhi,IIT Bombay,IISc Bengaluru,IIT Madras,IIT Kanpur,IIT Madras
146,The government introduced voluntary hallmarking for silver jewellery from which date?,"August 1, 2025","September 1, 2025","October 1, 2025","July 1, 2025","January 1, 2025","September 1, 2025"
147,Which program was launched by C-DOT in collaboration with STPI and TiE Delhi-NCR to support early-stage deep-tech startups in India?,Samarth Incubation Program – Cohort II,Startup India Initiative,Atal Innovation Mission,MeitY Startup Hub,T-Hub Accelerator,Samarth Incubation Program – Cohort II
148,"DPIIT recently signed an MoU with Pfizer Limited to support healthcare innovation. Under this initiative, how much grant will each selected startup receive?",₹25 lakhs,₹40 lakhs,₹50 lakhs,₹60 lakhs,₹75 lakhs,₹60 lakhs
149,Which state government issued rules for 10% horizontal reservation for retired Agniveers in Group C State services in 2025?,Uttarakhand,Haryana,Uttar Pradesh,Madhya Pradesh,Rajasthan,Uttarakhand
150,"According to the 2023 SRS Report, what is India’s Infant Mortality Rate (IMR)?",23,25,37,40,50,25
151,"Which Indian cricketer, known for taking three hat-tricks in the IPL, recently announced his retirement after a 25-year career?",Harbhajan Singh,Amit Mishra,Piyush Chawla,Yuzvendra Chahal,Ravichandran Ashwin,Amit Mishra
152,Who won the Prof. V.K. Gokak Award for contributions to children’s literature?,U.R. Ananthamurthy,Girish Karnad,Anand V. Patil,Chandrashekhara Kambara,K.S. Nisar Ahmed,Anand V. Patil
153,Which Indian state plans to celebrate the Bathukamma festival on the scale of the Rio Carnival in 2025?,Telangana,Andhra Pradesh,Karnataka,Tamil Nadu,Maharashtra,Telangana
154,"Karma Puja, a popular festival of Jharkhand, is primarily associated with which tree that symbolizes fertility and prosperity?",Neem Tree,Peepal Tree,Karam Tree,Banyan Tree,Mango Tree,Karam Tree
155,During which joint exercise will the U.S. temporarily deploy the Typhon Mid- Range Capability (MRC) missile system to Japan?,Cobra Gold,Yama Sakura,Resolute Dragon,Talisman Sabre,Keen Edge,Resolute Dragon
156,Teacher’s Day 2025 in India is celebrated to commemorate the birth anniversary of which eminent personality?,Dr. Sarvepalli Radhakrishnan,Dr. A.P.J. Abdul Kalam,Mahatma Gandhi,Rabindranath Tagore,Swami Vivekananda,Dr. Sarvepalli Radhakrishnan
157,Tata Capital's upcoming Initial Public Offering (IPO) in September 2025 is valued at approximately how much?,USD 1 billion,USD 1.5 billion,USD 2 billion,USD 2.5 billion,USD 3 billion,USD 2 billion
158,Who has been appointed as the new Chairman of the Association of Mutual Funds in India (AMFI)?,Navneet Munot,Vishal Kapoor,Sundeep Sikka,Nilesh Shah,Ashish Chauhan,Sundeep Sikka
159,PhonePe launched Loans Against Mutual Funds (LAMF) in partnership with which company?,DSP Finance,HDFC Finance,ICICI Securities,Axis Capital,SBI Capital,DSP Finance
160,Prime Minister Narendra Modi recently inaugurated ‘Bihar Rajya Jeevika Nidhi Saakh Sahkari Sangh Limited (BRJNSSSL)’. What is the main objective of this initiative?,Promoting rural tourism in Bihar,Providing affordable credit to rural women entrepreneurs,Training rural youth for government jobs,Developing rural infrastructure,Establishing rural health centers,Providing affordable credit to rural women entrepreneurs
161,"The Andhra Pradesh Cabinet, headed by CM N Chandrababu Naidu, recently launched the Universal Health Insurance Scheme under which model?",Insurance-only Model,Public-only Model,Hybrid Model,Private-only Model,Cooperative Model,Hybrid Model
162,"The National Institute of Pharmaceutical Education and Research (NIPER) Guwahati, in collaboration with the National Dope Testing Laboratory (NDTL), recently developed which rare high-purity Reference Material (RM) used in anti- doping analysis?",Stanozolol LTM,Methandienone LTM,Testosterone LTM,Erythropoietin LTM,Nandrolone LTM,Methandienone LTM
163,Which Indian actor has been appointed as the new global brand ambassador of Levi’s®?,Deepika Padukone,Alia Bhatt,Priyanka Chopra,Shraddha Kapoor,Anushka Sharma,Alia Bhatt
164,"The newly inaugurated advanced lithium-ion battery manufacturing plant by TDK Corporation in Sohna, Haryana, will cover approximately what percentage of India’s annual battery pack requirement?",40%,30%,20%,50%,60%,40%
165,Which Indian filmmaker won the Best Director award in the Orizzonti section at the 82nd Venice International Film Festival for the film ‘Songs of Forgotten Trees’?,Zoya Akhtar,Anurag Kashyap,Anuparna Roy,Mira Nair,Rima Das,Anuparna Roy
166,Who jointly launched the Guidelines for Co-location of Anganwadi Centres with Schools?,Nirmala Sitharaman and Smriti Irani,Dharmendra Pradhan and Annpurna Devi,Rajnath Singh and Piyush Goyal,Mansukh Mandaviya and Annpurna Devi,Amit Shah and Dharmendra Pradhan,Dharmendra Pradhan and Annpurna Devi
167,"The Government of India recently introduced a new comprehensive framework for managing foreign nationals, replacing how many old laws?",4,8,2,5,6,4
168,"The Narcotics Control Bureau (NCB) recently got its first 'Silver Notice' issued by INTERPOL against Pawan Thakur, who is linked to which criminal activity?",Human Trafficking,Drug Trafficking,Cybercrime,Money Laundering,Arms Smuggling,Drug Trafficking
169,Who was recently sworn in as the Chief Justice of the Bombay High Court?,Justice Dhananjaya Y. Chandrachud,Justice Shree Chandrashekhar,Justice N. V. Ramana,Justice Ranjan Gogoi,Justice Sanjay Kumar,Justice Shree Chandrashekhar
170,"Which state cabinet approved a plan to open seven new medical colleges across seven districts and also sanctioned ₹20,000 crore for women entrepreneurship?",Uttar Pradesh,Bihar,Madhya Pradesh,Rajasthan,Jharkhand,Bihar
171,The Royal Bhutan Buddhist Temple was recently inaugurated in which Indian state?,Sikkim,Bihar,Arunachal Pradesh,West Bengal,Uttar Pradesh,Bihar
172,"The 27th Saras Aajeevika Mela, showcasing products made by rural women, recently began at which venue?","Pragati Maidan, New Delhi","Jawaharlal Nehru Stadium, New Delhi","Major Dhyan Chand National Stadium, New Delhi","Ramlila Maidan, New Delhi","India International Trade Fair Ground, New Delhi","Major Dhyan Chand National Stadium, New Delhi"
173,India’s first port-based Green Hydrogen Pilot Project was recently inaugurated at which port?,"Jawaharlal Nehru Port, Maharashtra","Paradip Port, Odisha","Kandla Port, Gujarat","V.O. Chidambaranar Port, Tamil Nadu","Visakhapatnam Port, Andhra Pradesh","V.O. Chidambaranar Port, Tamil Nadu"
174,"Which ministry introduced the Environment Audit Rules, 2025 to strengthen environmental compliance and sustainable development?",Ministry of Jal Shakti,Ministry of Power,"Ministry of Environment, Forest and Climate Change",Ministry of Rural Development,Ministry of Agriculture and Farmers Welfare,"Ministry of Environment, Forest and Climate Change"
175,"What is the theme of International Literacy Day 2025, observed annually on 8th September?",Literacy for All,Bridging the Literacy Gap,Promoting Literacy in the Digital Era,Education for Sustainable Future,Empowering Through Reading,Promoting Literacy in the Digital Era
176,"As per the HSBC India Manufacturing PMI survey, India’s Manufacturing PMI reached a 17-year high of 59.3 in August 2025. This index is compiled by which organization?",World Bank,International Monetary Fund (IMF),S&P Global,Reserve Bank of India (RBI),United Nations (UN),S&P Global
177,"Which bank recently declared the loan accounts of Reliance Communications Ltd. and Anil Ambani as ""fraud""?",State Bank of India,Bank of India,Bank of Baroda,Punjab National Bank,Union Bank of India,Bank of Baroda
178,The Investor Education and Protection Fund Authority (IEPFA) recently received a report from a committee formed to recommend reforms in simplifying documentation for which type of cases?,High Value Claim Cases,Low Value Claim Cases,Corporate Merger Cases,Taxation Disputes,Insolvency Cases,Low Value Claim Cases
179,"Which company’s loan account was recently classified as fraudulent by the Bank of India, citing alleged fund diversion in 2016?",Vodafone Idea,Reliance Jio,Airtel,Reliance Communications (RCom),MTNL,Reliance Communications (RCom)
180,"The Aapda Mitra programme, under MY Bharat, is a unique initiative that provides structured disaster response training to young volunteers. Who trains these volunteers?",National Disaster Management Authority (NDMA),National Disaster Response Force (NDRF),Indian Red Cross Society,State Governments,Indian Army,National Disaster Management Authority (NDMA)
181,"Which city will host the 28th ITTF-ATTU Asian Table Tennis Team Championships from October 11 to 15, 2025?",New Delhi,Pune,Jaipur,Bhubaneswar,Lucknow,Bhubaneswar
182,"Lieutenant Parul Dhadwal, recently commissioned into the Indian Army Ordnance Corps, created history by becoming which generation of her family to serve in the armed forces?",Third Generation,Fourth Generation,Fifth Generation,Sixth Generation,Seventh Generation,Fifth Generation
183,Operation Guddar was recently launched in which state/UT to neutralize active terrorists hiding in forested areas?,Punjab,Assam,Jammu & Kashmir,Manipur,Chhattisgarh,Jammu & Kashmir
184,"What is the name of the mascot unveiled for the 11th Asian Aquatics Championship, which will be hosted in India for the first time?",Jalrakshak,Jalveer,Jalshakti,Jalbahadur,Jalutsav,Jalveer
185,"The Signal Star Naval Flare system, recently handed over to the Indian Navy, has been developed by which organization?",Bharat Electronics Limited (BEL),Hindustan Aeronautics Limited (HAL),Indian Space Research Organisation (ISRO),Defence Research and Development Organisation (DRDO),Mazagon Dock Shipbuilders Limited (MDL),Defence Research and Development Organisation (DRDO)
186,"The Ministry of Earth Sciences has set up a 12-member panel to draft a national law to protect India’s interests in the high seas, in alignment with which global agreement?",MARPOL Agreement,BBNJ Agreement,CITES Treaty,Ramsar Convention,Montreal Protocol,BBNJ Agreement
187,Ukraine recently unveiled the FP-5 “Flamingo” missile. What type of missile is it?,Ballistic Missile,Surface-to-Air Missile,Hypersonic Missile,Anti-Ship Missile,Cruise Missile,Cruise Missile
188,"Who won the Men's Singles title at the US Open 2025, reclaiming the ATP World No. 1 ranking?",Novak Djokovic,Rafael Nadal,Jannik Sinner,Carlos Alcaraz,Daniil Medvedev,Carlos Alcaraz
189,"The Rajasthan Coaching Centres (Control and Regulation) Bill, 2025 was passed to regulate the coaching industry and protect students. Coaching centres with how many students are required to register mandatorily under this Bill?",50 Students,75 Students,200 Students,150 Students,100 Students,100 Students
190,Under which mission will the Indian Meteorological Department (IMD) install four additional radars in Jammu & Kashmir to improve weather forecasting?,Mission Meghdoot,Mission Varsha,Mission Mausam,Mission Jal Vayu,Mission Bhookamp,Mission Mausam
191,"The Ministry of Housing and Urban Affairs (MoHUA) recently launched ""Angikaar 2025"" campaign. What is its primary objective?",To promote digital payments in urban areas,To accelerate the implementation of PMAY-U 2.0 by creating awareness,To improve public transportation facilities,To provide health insurance to urban poor,To develop smart cities across India,To accelerate the implementation of PMAY-U 2.0 by creating awareness
192,"The British Museum in London will return the 16th-century ""Vrindavani Vastra"" to which Indian state for exhibition in 2027?",West Bengal,Odisha,Assam,Manipur,Tripura,Assam
193,The 16th India-Singapore Defence Working Group meeting was co-chaired by officials from both countries. Who represented India in this meeting?,Rajnath Singh,Ajay Kumar,Amitabh Prasad,General Anil Chauhan,Manoj Pande,Amitabh Prasad
194,"AURIC (Shendra-Bidkin Industrial Area), which recently celebrated its sixth anniversary, is developed under which program?",Make in India,National Industrial Corridor Development Programme (NICDP),Smart Cities Mission,Atal Mission for Rejuvenation and Urban Transformation (AMRUT),Startup India,National Industrial Corridor Development Programme (NICDP)
195,State Bank of India (SBI) recently hosted its first-ever start-up pitch fest named Dream2Demo. What was the main objective of this event?,Launching new SBI digital banking services,Providing a platform for entrepreneurs to present ideas to investors,Offering loans to small-scale industries,Signing MoUs with state governments,Organizing financial literacy camps,Providing a platform for entrepreneurs to present ideas to investors
196,How much liquidity is expected to be infused into the Indian economy by RBI’s phased 100 bps CRR cut by November 2025?,₹1.5 lakh crore,₹2.0 lakh crore,₹2.5 lakh crore,₹3.0 lakh crore,₹3.5 lakh crore,₹2.5 lakh crore
197,Which state had the highest outstanding small business credit portfolio growth rate as per the ‘Small Business Spotlight’ report by SIDBI and CRIF High Mark?,Maharashtra,Karnataka,Tamil Nadu,Gujarat,Uttar Pradesh,Uttar Pradesh
198,"Punjab National Bank (PNB) signed an MoU to invest ₹21,000 crore under the ‘Rising Rajasthan’ initiative with which state government?",Gujarat,Madhya Pradesh,Rajasthan,Haryana,Uttar Pradesh,Rajasthan
199,Public-sector banks recently closed nearly 1.5 million inactive zero-balance accounts under which financial inclusion scheme?,Pradhan Mantri Mudra Yojana (PMMY),Jan Suraksha Scheme,Pradhan Mantri Jan Dhan Yojana (PMJDY),Stand-Up India Scheme,Financial Literacy Mission,Pradhan Mantri Jan Dhan Yojana (PMJDY)
200,Former US President Barack Obama won his third Emmy in 2025 for narrating which Netflix documentary series?,Our Oceans,Working: What We Do All Day,Our Great National Parks,Planet Earth,Blue Planet,Our Oceans
201,"The DialogueNEXT 2025 event, focused on agricultural innovation, was recently held in which city?",Mexico City,New Delhi,Nairobi,Rome,Washington D.C.,New Delhi
202,Which company has recently launched the instant gifting platform ‘Giftables’?,Zomato,Swiggy,Blinkit,Amazon India,Flipkart,Swiggy
203,Mohamed Irfaan Ali has been reappointed as the President of which country for a second five-year term?,Suriname,Guyana,Trinidad and Tobago,Fiji,Mauritius,Guyana
204,The United Nations Security Council (UNSC) has extended the mandate of which peacekeeping force in Lebanon until the end of 2026?,UNMISS,UNIFIL,MINUSMA,UNPROFOR,UNAMID,UNIFIL
205,Niti Aayog recently released a strategy to make India self-sufficient in which crop by 2030 and double its production by 2047?,Rice,Wheat,Sugarcane,Oilseeds,Pulses,Pulses
206,"Recently, Adani Power signed an agreement to set up how many MW hydro project in Bhutan?",450 MW,500 MW,570 MW,600 MW,750 MW,570 MW
207,India plans to invest Rs 11 lakh crore to expand its high-speed road network by how many times within the next decade?,Twofold,Threefold,Fourfold,Fivefold,Sixfold,Fivefold
208,"Who was elected as the Vice President of India, defeating INDIA bloc candidate Justice B Sudershan Reddy?",Jagdeep Dhankhar,Justice B Sudershan Reddy,Om Birla,Venkaiah Naidu,C.P. Radhakrishnan,C.P. Radhakrishnan
209,The Inland Waterways Authority of India (IWAI) launched the cultural initiative “Bistirna Parore: A Musical Voyage from Sadiya to Dhubri” to mark the birth centenary of which legendary personality?,Lata Mangeshkar,Kishore Kumar,Hemant Kumar,Manna Dey,Bhupen Hazarika,Bhupen Hazarika
210,What new name has Donald Trump given to the U.S. Department of Defence?,Department of Security,Department of War,Department of Peace,Department of Military Affairs,Department of Strategy,Department of War
211,The 28th Universal Postal Congress (UPC) was held in which country for the first time?,Saudi Arabia,United Arab Emirates,Qatar,Oman,Bahrain,United Arab Emirates
212,"Recently, the Bodoland Territorial Region (BTR) of Assam secured GI tags for how many unique Bodo products?",15,18,28,25,21,21
213,Which team won the Men’s Hockey Asia Cup 2025 and qualified for the FIH Men’s Hockey World Cup 2026?,India,Malaysia,South Korea,China,Japan,India
214,World Suicide Prevention Day 2025 was observed on 10th September with which theme for the period 2024–2026?,Creating Hope Through Action,"Connect, Communicate, Care",Changing the narrative on suicide,Working Together to Prevent Suicide,"Hope, Resilience and Recovery",Changing the narrative on suicide
215,The International Finance Corporation (IFC) has provided a loan of Rs.498 crores to Greater Visakhapatnam Municipal Corporation (GVMC) for which project?,Smart City Infrastructure Project,Coastal Road Development Project,Madhurawada Sewerage System Project,Drinking Water Supply Project,Urban Housing Development Project,Madhurawada Sewerage System Project
216,Which fintech company has received approval from NPCI as a Third-Party Application Provider (TPAP) to offer UPI services?,PhonePe,Paytm,Viyona Fintech,Razorpay,BharatPe,Viyona Fintech
217,Ajay Kumar Srivastava's tenure as Managing Director (MD) and Chief Executive Officer (CEO) of Indian Overseas Bank (IOB) has been extended till which date?,"December 31, 2025","January 1, 2026","October 8, 2027","March 31, 2026","September 30, 2027","October 8, 2027"
218,"According to Union Education Minister Dharmendra Pradhan, what is India’s literacy rate as of 2023-24?",74%,76.5%,78%,80.9%,82%,80.9%
219,Which company has recently appointed Amitabh Kant as an Independent Director till 2030?,HCLTech,Wipro,Infosys,Tech Mahindra,TCS,HCLTech
220,Which country is the partner country for the third edition of the Uttar Pradesh International Trade Show (UPITS) 2025?,Japan,Russia,Germany,France,United Kingdom,Russia
221,The Supreme Court has directed the Election Commission to accept which document as the 12th proof of identity for inclusion in Bihar’s revised voters’ list?,Passport,Voter ID,Aadhaar,Ration Card,PAN Card,Aadhaar
222,"Which country has developed EnteroMix, a new vaccine that showed 100% efficacy in early clinical trials?",Russia,Japan,United States,Germany,United Kingdom,Russia
223,"Which state’s proposal was approved to expand the Sundarbans Tiger Reserve, making it India’s 2nd largest tiger reserve?",Assam,Odisha,West Bengal,Madhya Pradesh,Kerala,West Bengal
224,What is the name of the first-ever Tri-service all-women circumnavigation sailing expedition flagged off by Raksha Mantri Rajnath Singh?,Samudra Pradakshina,Navika Sagar Parikrama,INSV Tarini,Triveni Parikrama,Viksit Bharat Mission,Samudra Pradakshina
225,Which state was recently declared as a ‘fully literate state’ by CM Sukhvinder Singh Sukhu?,Kerala,Himachal Pradesh,Sikkim,Haryana,Goa,Himachal Pradesh
226,"India recently signed a new Bilateral Investment Treaty (BIT) with which country, making it the first OECD member to sign under India’s new investment treaty framework?",Israel,Japan,Germany,France,United Kingdom,Israel
227,India’s first bamboo-based bio-refinery has been set up in which state?,Arunachal Pradesh,Assam,Nagaland,Manipur,Tripura,Assam
228,The Shilp Samagam Mela 2025 was recently inaugurated in which city?,New Delhi,Jaipur,Lucknow,Mumbai,Bengaluru,Bengaluru
229,The Ministry of Labour & Employment recently signed MoUs with which organisations to enhance job access and career mentoring through the NCS portal?,Amazon & Flipkart,Mentor Together & Quikr,Naukri.com & LinkedIn,Swiggy & Zomato,BYJU’S & Unacademy,Mentor Together & Quikr
230,Prime Minister Narendra Modi will inaugurate the Combined Commanders’ Conference (CCC) 2025 in which city?,New Delhi,Pune,Mumbai,Kolkata,Hyderabad,Kolkata
231,"The MQ-28A Ghost Bat, recently developed by Australia, is a type of which defense equipment?",Submarine,Tank,Combat Aircraft,Military Drone,Missile System,Military Drone
232,"Digvijay Diwas, observed on 11 September, commemorates which event in Swami Vivekananda’s life?",Birth of Swami Vivekananda,"His speech at the World’s Parliament of Religions, Chicago",Establishment of Ramakrishna Mission,Taking the name ‘Vivekananda’,First visit to Khetri State,"His speech at the World’s Parliament of Religions, Chicago"
233,National Forest Martyrs Day is observed on which date in India?,5 June,11 September,15 August,2 October,21 March,11 September
234,Jio Financial Services Limited (JFSL) has partnered with which company to form a joint venture named Allianz Jio Reinsurance Limited (AJRL) in India?,Prudential PLC,Allianz Europe B.V.,MetLife Inc.,AIA Group,Aviva PLC,Allianz Europe B.V.
235,The World Bank approved a $212.64 million loan for which programme to support coastal communities in Tamil Nadu and Karnataka?,Blue Economy Mission,SHORE Programme,SAGAR Mala Project,Coastal Care Initiative,Marine Eco Project,SHORE Programme
236,When was the Investor Education and Protection Fund Authority (IEPFA) established?,2016,2015,2014,2017,2018,2016
237,Sumitomo Banking Corporation (SMBC) is exiting its stake from which Indian private bank in a $700 million block deal?,HDFC Bank,ICICI Bank,Axis Bank,Kotak Mahindra Bank,Yes Bank,Kotak Mahindra Bank
238,"Which organization, along with SIDBI, recently launched the Udyam Assist Platform (UAP) to promote digital-first Udyam generation?",Paytm,Google Pay,PhonePe,Amazon Pay,BharatPe,PhonePe
239,Who has been appointed as the new Chairperson of the Governing Board of the National Stock Exchange of India Limited (NSE)?,Ashishkumar Chauhan,Girish Chandra Chaturvedi,Subhash Chandra Khuntia,Ajay Tyagi,Injeti Srinivas,Injeti Srinivas
240,Which bank recently launched a Digital Loan Against Mutual Funds (LAMF) facility for its customers?,HDFC Bank,ICICI Bank,Axis Bank,South Indian Bank,Kotak Mahindra Bank,South Indian Bank
241,Coal India Limited recently signed an MoU with which organization to empower tribal students enrolled in Eklavya Model Residential Schools (EMRS)?,National Scheduled Tribe Finance and Development Corporation (NSTFDC),NABARD,NITI Aayog,NCERT,Ministry of Education,National Scheduled Tribe Finance and Development Corporation (NSTFDC)
242,Until which date has the government allowed companies to revise the MRP of unsold FMCG stocks?,"September 30, 2025","October 31, 2025","December 31, 2025","March 31, 2026","June 30, 2026","December 31, 2025"
243,ESIC has recently launched which two initiatives to improve registration and resolve disputes under the ESI Act?,SPREE-2025 and Amnesty Scheme-2025,UDYAM-2025 and ESI Suraksha Scheme,ESIC Care and Welfare Program,ESI Plus and Labour Welfare Mission,Samadhan and Suraksha Mission,SPREE-2025 and Amnesty Scheme-2025
244,"Which state cabinet recently approved an SOP under the Immigrants (Expulsion from Assam) Act, 1950 to speed up the deportation of illegal immigrants?",West Bengal,Assam,Bihar,Tripura,Manipur,Assam
245,"Which state assembly passed the Rajasthan Prohibition of Unlawful Religious Conversion Bill, 2025, introducing strict penalties for forced or fraudulent conversions?",Uttar Pradesh,Madhya Pradesh,Rajasthan,Gujarat,Bihar,Rajasthan
246,Which organization recently listed 102 new Indian fishery establishments for exports?,WTO,IMF,FAO,European Union (EU),World Bank,European Union (EU)
247,Which two Indian cities received the Wetland City Accreditation under the Ramsar Convention?,Jaipur and Bhopal,Indore and Udaipur,Varanasi and Kochi,Surat and Mysuru,Pune and Lucknow,Indore and Udaipur
248,The 5th edition of Lok Samvardhan Parv was recently concluded at which location?,"Jaipur, Rajasthan","Srinagar, Jammu & Kashmir","Kochi, Kerala","Lucknow, Uttar Pradesh","Patna, Bihar","Kochi, Kerala"
249,Who has been appointed as the new Prime Minister of France after François Bayrou’s resignation?,Emmanuel Macron,Jean Castex,Élisabeth Borne,Sébastien Lecornu,François Fillon,Sébastien Lecornu
250,"IDBI Bank recently filed an insolvency plea against Zee Entertainment in NCLT, alleging a default of how much amount?",₹150 crore,₹200 crore,₹225 crore,₹275 crore,₹300 crore,₹225 crore
251,Which new scheme has Bank of Baroda launched in collaboration with SIDBI?,bob Digi Udyam,bob Earth Circular Economy Scheme (MSE Spice),bob Smart MSME Loan,bob Green Growth Credit,bob Sustainable Finance Yojana,bob Earth Circular Economy Scheme (MSE Spice)
252,"According to RBI data, how has the performance of Scheduled Commercial Banks (SCBs) in rural India compared to other areas over the last 25 years in terms of deposits and lending?",Slower growth than other areas,Better growth than urban areas,Equal growth across all areas,No growth in rural areas,"Only deposits increased, not loans",Slower growth than other areas
253,The recent RBI-approved changes in Yes Bank’s board are linked to stake purchase by which bank?,Axis Bank,Sumitomo Mitsui Banking Corporation (SMBC),HDFC Bank,ICICI Bank,Federal Bank,Sumitomo Mitsui Banking Corporation (SMBC)
254,"According to Fitch Ratings, what is India's revised GDP growth forecast for FY26?",6.3%,6.5%,6.7%,6.9%,7.1%,6.9%
255,The Fast Track Immigration – Trusted Traveller Programme (FTI-TTP) has recently been expanded to how many total airports across India?,10,11,12,13,15,13
256,Which companies have partnered with the Ministry of Road Transport and Highways (MoRTH) to raise awareness for the Sadak Suraksha Abhiyan 2025?,Swiggy and Ola,Amazon and Flipkart,Paytm and Blinkit,Zomato and Uber,Ola and Rapido,Zomato and Uber
257,16-year-old Abhimanyu Mishra recently created history by defeating which World Chess Champion in classical chess at the FIDE Grand Swiss 2025?,D. Gukesh,Magnus Carlsen,Viswanathan Anand,Ian Nepomniachtchi,Hikaru Nakamura,D. Gukesh
258,"Union Cabinet approved the ₹7,600 crore infrastructure projects in Bihar for which two major developments?",Highway (84.2 km Mokama–Munger section) and Railway line doubling (177 km Bhagalpur–Dumka–Rampurhat),Metro rail project and Airport expansion,Industrial corridor and Freight terminal,Bridge construction and Inland waterways,Smart City and Digital Infrastructure,Highway (84.2 km Mokama–Munger section) and Railway line doubling (177 km Bhagalpur–Dumka–Rampurhat)
259,The 13th ICC Women’s Cricket World Cup 2025 will be co-hosted by which two countries?,India and Bangladesh,India and Sri Lanka,India and Pakistan,India and Nepal,India and Australia,India and Sri Lanka
260,Which country will host the 5th Coast Guard Global Summit (CGGS) in 2027?,Japan,Italy,France,India,Australia,India
261,"Which two legendary actors will be posthumously awarded the Karnataka Ratna, the state’s highest civilian honor?",Rajkumar and Vishnuvardhan,Vishnuvardhan and B Saroja Devi,B Saroja Devi and Anant Nag,Rajkumar and B Saroja Devi,Vishnuvardhan and Girish Karnad,Vishnuvardhan and B Saroja Devi
262,"Which train has officially become India’s fastest train, operating at a speed of 160 km/h?",Gatimaan Express,Vande Bharat Express,Rajdhani Express,Tejas Express,Namo Bharat Train,Namo Bharat Train
263,NASA's Perseverance rover recently discovered rocks on Mars that may hold signs of ancient microscopic life. Where were these rocks found?,Olympus Mons,Valles Marineris,Neretva Vallis,Gale Crater,Tharsis Plateau,Neretva Vallis
264,Where was the 44th meeting of the SCO Regional Anti-Terrorist Structure (RATS) Council held?,"Beijing, China / बी","Islamabad, Pakistan / इस्लामाबाद, पा","Cholpon-Ata, Kyrgyzstan / चोलपोन-अटा,","New Delhi, India / नई","Dushanbe, Tajikistan / दुशांबे, ता","Cholpon-Ata, Kyrgyzstan / चोलपोन-अटा,"
265,"RBI recently purchased a 4.16-acre land parcel at Nariman Point, Mumbai, from which organization for ₹3,472 crore?",BMC,MMRCL,MHADA,CIDCO,NHAI,MMRCL
266,"Canara Robeco Asset Management Company, a subsidiary of which PSU bank, has received SEBI approval to launch its IPO?",State Bank of India,Punjab National Bank,Union Bank of India,Bank of Baroda,Canara Bank,Canara Bank
267,Which institution is planning to allow lenders to remotely lock mobile phones bought on credit if borrowers default?,SEBI,NABARD,RBI,IRDAI,SIDBI,RBI
268,"Rajgir Sports Academy, which recently earned affiliation with the Asian Hockey Federation, is located in which district of Bihar?",Patna,Gaya,Nalanda,Muzaffarpur,Bhagalpur,Nalanda
269,India recently voted in favour of a UN General Assembly resolution related to which issue?,Palestine Two-State Solution,Russia-Ukraine Peace Process,Climate Change Action Plan,Iran Nuclear Deal,Global Health Security,Palestine Two-State Solution
270,Which two key surveys will the Government of India conduct between July 2026 – June 2027 on household finances?,NSSO & CSO Surveys,AIDIS & SAS,Economic Census & Population Census,SECC & Agricultural Census,NFHS & ASI,AIDIS & SAS
271,"What is the theme for the Emerging Science, Technology, and Innovation Conclave-2025 (ESTIC-2025) unveiled by the Department of Science and Technology?","""Innovation for a Better Future""","""Science for Sustainable Growth""","""Viksit Bharat 2047 - Pioneering Sustainable Innovation, Technological Advancement and Empowerment""","""Transforming India through Technology""","""Global Science for Local Impact""","""Viksit Bharat 2047 - Pioneering Sustainable Innovation, Technological Advancement and Empowerment"""
