Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
144,What is the new LTV ratio for gold-backed loans up to Rs.2.5 lakh as per RBI's update?,90%,85%,80%,75%,70%,85%
145,Who has been appointed as part-time member of the 16th Finance Commission after Ajay Narayan Jha’s resignation?,T. Rabi Sankar,Shaktikanta Das,Urjit Patel,Arvind Panagariya,Viral Acharya,T. Rabi Sankar
146,Which financial institution's application for a Universal Bank licence was recently rejected by the RBI?,Annapurna Finance,Ujjivan SFB,AU Small Finance Bank,Fino Payments Bank,ESAF Small Finance Bank,Annapurna Finance
147,What is the current extreme poverty rate in India as per World Bank’s updated $3/day threshold?,15.5%,20.9%,5.3%,27.1%,9.8%,5.3%
148,How much fund has Adani Airports Holdings Limited (AAHL) raised through External Commercial Borrowings (ECB)?,$500 million,$1 billion,$750 million,$300 million,$900 million,$750 million
149,Who won the 2024 Norway Chess title in the Open section?,D. Gukesh,Arjun Erigaisi,Fabiano Caruana,Magnus Carlsen,Hikaru Nakamura,Magnus Carlsen
150,Which wildlife species is the Eco-Sensitive Zone (ESZ) around Tral Wildlife Sanctuary in Jammu and Kashmir primarily aimed to protect?,Snow Leopard,Hangul Deer,Himalayan Black Bear,Indian Pangolin,Musk Deer,Hangul Deer
151,"Which country became the world’s largest creditor nation in 2024, overtaking Japan?",China,Germany,Norway,Hong Kong,United Kingdom,Germany
152,Which two sectors will India and Italy jointly focus on by setting up working groups?,Automobiles and Space,Tourism and Agriculture,Defence and Education,Telecom and Railways,Pharma and Fisheries,Defence and Education
153,What is the name of the first ASW-SWC vessel to be commissioned by the Indian Navy in June 2025?,INS Tamal,INS Tushil,INS Arnala,INS Vaghsheer,INS Vikrant,INS Arnala
154,"At the 4th edition of the Thailand Open International Boxing Tournament, which two Indian boxers won gold medals?",Amit Panghal and Vikas Krishan,Deepak and Naman Tanwar,Shiva Thapa and Manish Kaushik,Gaurav Solanki and Satish Kumar,Sachin Siwach and Akash Kumar,Deepak and Naman Tanwar
155,"As of 2025, how many Ayushman Bharat cards have been created in Bihar under AB-PMJAY?",2.82 crore,5 crore,1.1 crore,7.52 lakh,3.94 crore,3.94 crore
156,Which ministry organized the National Workshop on “Using Alternate Data Sources and Frontier Technologies for Policy Making” in June 2025?,Ministry of Electronics and IT,Ministry of Statistics and Programme Implementation,Ministry of Science and Technology,Ministry of Home Affairs,Ministry of Planning,Ministry of Statistics and Programme Implementation
157,Which tech company has tied up with the Andhra Pradesh government to set up India’s first AI University?,Google,Microsoft,IBM,NVIDIA,TCS,NVIDIA
158,"What major change did Bangladesh Bank implement in its newly released currency notes of Tk 20, Tk 50, and Tk 1000?",Added security features,Introduced plastic currency,Removed Sheikh Mujibur Rahman's portrait and featured cultural landmarks,Replaced Bengali text with English,Introduced QR codes for tracking,Removed Sheikh Mujibur Rahman's portrait and featured cultural landmarks
159,Where will the 82nd IATA AGM be held in 2026?,"London, UK","Dubai, UAE","Tokyo, Japan","Rio de Janeiro, Brazil",Singapore,"Rio de Janeiro, Brazil"
160,"From which date will filing of GST returns older than three years be barred, as per the new CGST amendment?",April 2024,July 2025,January 2026,June 2023,March 2025,July 2025
161,What is the objective of the 'Clean Plant Programme' recently launched by the Government of India?,Promote organic farming nationwide,Distribute free seeds to all farmers,Provide disease-free horticultural plants to farmers,Increase pesticide usage in horticulture,Encourage imports of foreign plant varieties,Provide disease-free horticultural plants to farmers
162,What is the purpose of the newly upgraded Index Card system introduced by the Election Commission of India (ECI)?,To track voter ID applications,To collect feedback from voters,"To generate post-election statistical reports using a streamlined, tech-driven process",To automate polling booth arrangements,To provide real-time voting trends,"To generate post-election statistical reports using a streamlined, tech-driven process"
163,What is the primary purpose of the Waste Picker Enumeration App launched by the Ministry of Social Justice and Empowerment (MoSJE)?,To track urban sanitation workers,To profile waste pickers under the NAMASTE Scheme,To monitor dry waste collection centers,To promote recycling initiatives in urban areas,To create a digital waste management system,To profile waste pickers under the NAMASTE Scheme
164,Which company recently received a licence to operate satellite broadband services in India?,OneWeb,Jio Satellite,SpaceX,Starlink,Airtel,Starlink
165,"As per the Civil Registration System (CRS) 2022 data, which Indian state recorded the lowest sex ratio at birth (SRB)?",Telangana,Maharashtra,Bihar,Gujarat,Jammu & Kashmir,Bihar
166,Which Indian company became the first to issue ESG bonds under SEBI’s new sustainability-linked bond framework?,Reliance Industries,Tata Power,Adani Green Energy,Larsen & Toubro (L&T),NTPC Limited,Larsen & Toubro (L&T)
167,How much dividend has SBI paid to the government for FY 2024–25?,"Rs.6,000 crore","Rs.7,500 crore","Rs.8,076.84 crore","Rs.9,200 crore","Rs.10,000 crore","Rs.8,076.84 crore"
168,Which two Indian states together accounted for 51% of India’s total FDI inflows in FY 2024–25?,Gujarat and Delhi,Maharashtra and Karnataka,Tamil Nadu and Telangana,Delhi and Haryana,Maharashtra and Gujarat,Maharashtra and Karnataka
169,Which country recently submitted its instrument of acceptance for the WTO Agreement on Fisheries Subsidies?,Kenya,Brazil,Nicaragua,Indonesia,Vietnam,Nicaragua
170,What is the name of the methodology discussed during the multi-stakeholder consultation organized by UNESCO and IndiaAI Mission to assess a country's AI ecosystem readiness?,AI Progress Scale,AI Readiness Framework,AI Maturity Model,AI Readiness Assessment Methodology (RAM),AI Capability Evaluation Method,AI Readiness Assessment Methodology (RAM)
171,Who is the first Pakistani woman cricketer to be inducted into the ICC Hall of Fame?,Bismah Maroof,Sana Mir,Nida Dar,Javeria Khan,Muneeba Ali,Sana Mir
172,When will be the reference date for the Population Census 2027 in most parts of India?,1st January 2027 at 00:00 hours,1st March 2027 at 00:00 hours,1st October 2026 at 00:00 hours,31st December 2026 at 00:00 hours,1st April 2027 at 00:00 hours,1st March 2027 at 00:00 hours
173,"According to the report ""India’s AI Revolution: A Roadmap to Viksit Bharat"", how many skilled AI professionals will India need by 2026?",5 million,"500,000",2 million,1 million,"750,000",1 million
174,Who are the authors of the book ‘Revolution in Banking: Wheels of India’s Growth Story’?,Raghuram Rajan & Viral Acharya,Nirmal Bansal & Suneel Gupta,Urjit Patel & Shaktikanta Das,Naina Lal Kidwai & Arundhati Bhattacharya,KV Kamath & Aditya Puri,Nirmal Bansal & Suneel Gupta
175,"What are ""Dark Patterns"" as addressed in the advisory issued by the Central Consumer Protection Authority (CCPA) to e-commerce platforms?",Malware in online advertisements,User interface tricks that mislead or coerce consumers,Design elements to enhance customer experience,Government-mandated features for digital safety,Patterns used for improving e-commerce algorithms,User interface tricks that mislead or coerce consumers
176,How many gold medals did India win at the Ulaanbaatar Open 2025 Wrestling event?,4,5,7,8,6,6
177,What is the title of the 8th edition of the environment statistics report released by the National Statistical Office in 2025?,India Environment Outlook 2025,EnviStats India 2025,Green India Report 2025,EcoVision 2025,Sustainable India Report 2025,EnviStats India 2025
178,"On World Environment Day 2025, which state announced the distribution of six lakh stainless steel bottles to schoolchildren to combat plastic pollution?",Uttarakhand,Himachal Pradesh,Sikkim,Kerala,Punjab,Himachal Pradesh
179,Who won the Men’s Singles title at the French Open 2025?,Novak Djokovic,Rafael Nadal,Jannik Sinner,Carlos Alcaraz,Daniil Medvedev,Carlos Alcaraz
180,"What was the theme of the event organized to commemorate the 68th anniversary of the Copyright Act, 1957?",Strengthening IPR Infrastructure,Copyright and Innovation,Reform in Copyright Act in the Digital Era,Protecting Creators' Rights,Copyright Awareness in Youth,Reform in Copyright Act in the Digital Era
181,"How many total distinguished service decorations were awarded by President Droupadi Murmu to Armed Forces, ICG, and BRO personnel?",75,82,92,102,89,92
182,"What is the primary objective of the ""Ek Ped Maa Ke Naam 2.0"" initiative launched by the Ministry of Education?",Encouraging tree plantation in honor of one’s mother,Promoting herbal medicine plantations,Distributing free saplings to farmers,Launching botanical research centers,Creating forest reserves in school campuses,Encouraging tree plantation in honor of one’s mother
183,What was the theme of World Pest Day 2025 observed on 6th June?,"Clean Environment, Healthy Life",Pest-Free Future for All,Guardians of Health: Professional Pest Management for a Safer World,Sustainable Pest Solutions,"Fighting Pests, Saving Lives",Guardians of Health: Professional Pest Management for a Safer World
184,"Why is the RBI discontinuing the daily Variable Rate Repo (VRR) auctions from June 12, 2025?",Due to inflationary pressure,Due to elections and model code of conduct,Because liquidity surplus has improved,Due to rising NPA levels in banks,To promote long-term bond purchases,Because liquidity surplus has improved
185,Which e-commerce company recently received an NBFC license from the Reserve Bank of India (RBI)?,Amazon India,Reliance JioMart,Meesho,Snapdeal,Flipkart,Flipkart
186,How much refined gold did SPMCIL deliver to RBI in FY25?,2.5 tonnes,3.4 tonnes,5 tonnes,4.2 tonnes,3.0 tonnes,3.4 tonnes
187,What percentage of economic interest will IFC hold in Birla Estates’ SPVs?,50%,44%,60%,56%,40%,44%
188,"In June 2025, the Reserve Bank of India (RBI) released data showing that bank deposit growth in India slowed to _ Year-on-Year (YoY)",7.6%,8.6%,9.6%,10.6%,11.6%,10.6%
189,For which term has India been elected to the United Nations Economic and Social Council (ECOSOC)?,2024–2026,2025–2027,2026–2028,2023–2025,2022–2024,2026–2028
190,Which institute developed the heat-resistant variety of pigeon pea (tur dal)?,ICAR,CIMMYT,ICRISAT,IARI,IIPR,ICRISAT
191,Where is India’s first e-waste recycling park being developed?,Gurugram,Noida,Bengaluru,North Delhi,Hyderabad,North Delhi
192,Who became the second Paraguayan President to visit India officially?,Mario Abdo Benítez,Horacio Cartes,Santiago Peña Palacios,Fernando Lugo,Luis Cubas,Santiago Peña Palacios
193,Where was the 4th edition of the India-Central Asia Dialogue held?,"Tashkent, Uzbekistan","Dushanbe, Tajikistan","Bishkek, Kyrgyz Republic","New Delhi, India","Almaty, Kazakhstan","New Delhi, India"
194,Which Indian steel company ranked 10th globally in 2024 for crude steel production?,JSW Steel,SAIL,Tata Steel,Jindal Steel,Vizag Steel,Tata Steel
195,What is the primary objective of India’s first women-exclusive gig app ‘Sitha’?,Promote coding among schoolgirls,Provide investment advice to women,Enable flexible job access for skilled women,Connect women entrepreneurs with global funding,Launch AI-driven coaching for UlPSC,Enable flexible job access for skilled women
196,How much renewable energy capacity is India expected to add in FY26 and FY27 combined?,49 GW,60 GW,75 GW,88 GW,100 GW,75 GW
197,"Which Indian cricketer, part of both the 2007 T20 and 2011 ODI World Cup- winning squads, announced retirement from all formats in 2025?",Amit Mishra,Piyush Chawla,Pragyan Ojha,Ravindra Jadeja,Yusuf Pathan,Piyush Chawla
198,Who has been appointed as the Deputy Chief of Army Staff (Strategy) in 2025?,Lt Gen Upendra Dwivedi,Lt Gen Rajiv Ghai,Lt Gen Anindya Sengupta,Lt Gen S C Sardana,Lt Gen M. V. Suchindra Kumar,Lt Gen Rajiv Ghai
199,What is the name of the container ship that caught fire off the Kerala coast?,MSC Elsa 3,MV One Marvel,MV Wan Hai 503,Maersk Trader,KMTC Seoul,MV Wan Hai 503
200,Who received the United Nations Sasakawa Award 2025 for Disaster Risk Reduction?,Dr. Randeep Guleria,Rajeev Gauba,Mrutyunjay Mohapatra,Kamal Kishore,G. C. Murmu,Mrutyunjay Mohapatra
201,Who recently became the fourth highest run-scorer in T20Is?,Paul Stirling,Babar Azam,Jos Buttler,Virat Kohli,Joe Root,Jos Buttler
202,On whose 125th Martyr’s Day (Balidan Diwas) did PM Modi pay tribute on 9 June 2025?,Tantia Bhil,Sidhu Murmu,Birsa Munda,Alluri Sitarama Raju,Tilka Manjhi,Birsa Munda
203,Who became the first Indian writer to receive the Dostoevsky Star Award for promoting cultural and literary dialogue?,Gulzar,Vikram Seth,Chetan Bhagat,Javed Akhtar,Ruskin Bond,Javed Akhtar
204,"What is the name of the world’s largest container ship that recently docked at Vizhinjam Port, Kerala?",MSC Elsa 3,MSC One Marvel,Ever Given,Maersk Alabama,MSC Irina,MSC Irina
205,What is the theme of World Oceans Day 2025 observed on 8 June?,Life Below Water,"Clean Oceans, Green Future",Protecting the Blue Planet,Wonder: Sustaining what sustains us,Oceans and Climate,Wonder: Sustaining what sustains us
206,Which municipal corporation became the first in India to list a green bond on BSE?,Mumbai Municipal Corporation,Nagpur Municipal Corporation,Pimpri-Chinchwad Municipal Corporation,Pune Municipal Corporation,Thane Municipal Corporation,Pimpri-Chinchwad Municipal Corporation
207,"As per the World Bank’s latest Global Economic Prospects report, what is India’s GDP growth forecast for FY26?",6.0%,6.3%,6.5%,6.7%,6.9%,6.3%
208,Where is Nabard’s Annual Mango Festival 2025 being held?,Cuttack,"Nayapalli, Bhubaneswar",Balasore,Ranchi,Sambalpur,"Nayapalli, Bhubaneswar"
209,Which international organization has partnered with AU Small Finance Bank for a climate risk advisory program?,Asian Development Bank,World Economic Forum,International Finance Corporation (IFC),United Nations Environment Programme,IMF,International Finance Corporation (IFC)
210,What is the name of the bridge that connects the Katra-Banihal section of the USBRL rail line and spans the deep Anji river valley?,Chenab Arch Bridge,Pir Panjal Bridge,Anji Khad Bridge,Zojila Bridge,Udhampur Valley Bridge,Anji Khad Bridge
211,Where was the 51st G7 Summit held in 2025?,"Rome, Italy","Tokyo, Japan","Kananaskis, Canada","Berlin, Germany","Paris, France","Kananaskis, Canada"
212,What is the name of Rapido’s newly launched zero-commission food delivery platform?,RFood,Ziply,Ownly,DineX,FreshCart,Ownly
213,"Which DRDO laboratory located in Ahilyanagar, Maharashtra recently transferred technologies of nine systems to 10 industries?",RCI Hyderabad,VRDE Ahilyanagar,DEAL Dehradun,DRDL Hyderabad,CAIR Bengaluru,VRDE Ahilyanagar
214,What is the amount of unused welfare cess the Centre plans to utilize for BOCWs' social security scheme?,"Rs.50,000 crore","Rs.60,000 crore","Rs.80,000 crore","Rs.75,000 crore","Rs.70,000 crore","Rs.70,000 crore"
215,What is the significance of the recent archaeological discovery near Khadir Bet in the Great Rann of Kutch?,It revealed the oldest Harappan city,Evidence of Buddhist settlements,"Evidence of human habitation 5,000 years before the Harappan civilisation",Discovery of Vedic manuscripts,Remains of a medieval trade port,"Evidence of human habitation 5,000 years before the Harappan civilisation"
216,What is the revised minimum land requirement for SEZs exclusively for semiconductor or electronics component manufacturing after the 2024 SEZ reforms?,50 hectares,30 hectares,20 hectares,10 hectares,No land requirement,10 hectares
217,"Who is the author of the book ""India: 5000 Years of History on the Subcontinent""?",William Dalrymple,Audrey Truschke,Romila Thapar,Ramachandra Guha,Salman Rushdie,Audrey Truschke
218,What is the maximum capped spending under MGNREGS for H1FY26 as per the government’s new directive?,40%,50%,60%,70%,No Cap,60%
219,Where was India’s first commercially approved utility-scale Battery Energy Storage System (BESS) inaugurated?,Mumbai,Hyderabad,Chennai,Delhi,Bengaluru,Delhi
220,"According to UNFPA, what is India’s estimated population as of April 2025?",141.10 crore,144.50 crore,146.39 crore,148.20 crore,140.80 crore,146.39 crore
221,"Which organization published the ""Comprehensive Modular Survey: Telecom, 2025 (CMS-T)"" report?",TRAI,NITI Aayog,Ministry of Electronics and IT,National Statistical Office,Department of Telecommunications,National Statistical Office
222,Where was the 7th International Conference on Disaster Resilient Infrastructure (ICDRI) 2025 held?,New Delhi,Geneva,"Nice, France",Tokyo,Paris,"Nice, France"
223,Which state signed a five-year MoU with Satish Dhawan Space Centre to strengthen its AWARE platform?,Tamil Nadu,Gujarat,Karnataka,Andhra Pradesh,Odisha,Andhra Pradesh
224,What is the purpose of the amendments to the Mines and Minerals (Development and Regulation) Amendment Act 2023?,To ban private mining operations,To enhance exploration and extraction of critical minerals,To regulate coal mining,To privatize public sector mines,To increase export duties,To enhance exploration and extraction of critical minerals
225,"Which foreign credit rating agency became the first to set up base at GIFT City, Gujarat?",Fitch Ratings,Moody’s Investors Service,CareEdge Global,S&P Global Singapore,DBRS Morningstar,S&P Global Singapore
226,Who has been recommended by FSIB for the post of CEO and MD of LIC in 2025?,Dinesh Pant,Sat Pal Bhanoo,R Doraiswamy,Ratnakar Patnaik,None of these,R Doraiswamy
227,What is the revised qualifying asset threshold for NBFC-MFIs as per the RBI’s new guidelines?,75%,70%,65%,60%,50%,60%
228,From which date will the validated UPI handle “@valid” for investor-facing intermediaries be enforced by SEBI?,"April 1, 2025","December 11, 2026","October 1, 2025","July 1, 2025","January 1, 2026","October 1, 2025"
229,In which country is the 22nd edition of the multinational military exercise 'Khaan Quest' being held in 2025?,India,Russia,Mongolia,China,USA,Mongolia
230,What is the name of the Indian Navy’s first Anti-Submarine Warfare Shallow Water Craft (ASW-SWC) to be commissioned in June 2025?,INS Vikrant,INS Kavaratti,INS Arnala,INS Kalvari,INS Shivalik,INS Arnala
231,Name the Indian stealth frigate that participated in the India-U.K. joint naval exercise in June 2025?,INS Tabar,INS Talwar,INS Vikrant,INS Kolkata,INS Trikand,INS Tabar
232,"Who will inaugurate the PM-KUSUM Component-C project in Karnataka on June 11, 2025?",Basavaraj Bommai,Piyush Goyal,Narendra Modi,Siddaramaiah,H.D. Kumaraswamy,Siddaramaiah
233,What is the total value of the railway projects approved by the CCEA across three states?,"Rs.6,405 crore","Rs.5,905 crore","Rs.4,600 crore","Rs.7,200 crore","Rs.6,750 crore","Rs.6,405 crore"
234,When was the Pradhan Mantri Surakshit Matritva Abhiyan (PMSMA) launched?,January 2022,June 2016,March 2017,May 2015,August 2018,June 2016
235,Which Union Territory recently became the 19th legislature in India to adopt the National e-Vidhan Application (NeVA)?,Jammu & Kashmir,Delhi,Andaman & Nicobar Islands,Puducherry,Ladakh,Puducherry
236,What is the purpose of the UMEED portal launched by the Ministry of Minority Affairs?,Tracking minority scholarships,Managing Waqf properties,Promoting Urdu language,Monitoring Hajj pilgrimage,Issuing caste certificates,Managing Waqf properties
237,"Who is leading the Indian delegation to the 3rd United Nations Ocean Conference (UNOC3) in Nice, France?",Nitin Gadkari,Kiren Rijiju,Dr. Jitendra Singh,S. Jaishankar,Hardeep Singh Puri,Dr. Jitendra Singh
238,Which two organizations signed an MoU to enable multilingual AI solutions in Indian Railways platforms?,Indian Railways and NIC,Digital India Bhashini Division and CRIS,Ministry of Railways and C-DAC,BHASHINI and IRCTC,CRIS and ISRO,Digital India Bhashini Division and CRIS
239,"As per the ILO’s ILOSTAT database, what is India’s rank in providing social security coverage globally?",First,Third,Fifth,Second,Fourth,Second
240,Which state government has mandated a 13-digit geotagged unique ID for all infrastructure development projects?,Uttar Pradesh,Karnataka,Maharashtra,Gujarat,Tamil Nadu,Maharashtra
241,What is the primary objective of the Bharatiya Bhasha Anubhag (BBA) initiative inaugurated by Union Home Minister Amit Shah?,Promote Sanskrit as the national language,Enhance foreign language learning,Reduce English dominance and promote mother tongues in governance,Digitize central government documents,Translate international laws into Indian languages,Reduce English dominance and promote mother tongues in governance
242,"As per Indian Railways, from which date will Aadhaar-based OTP authentication become mandatory for online Tatkal bookings?",July 1,July 5,July 10,July 15,August 1,July 15
243,"Who visited India as the UK’s Secretary of State for Foreign, Commonwealth and Development Affairs in 2025?",James Cleverly,Keir Starmer,David Lammy,Rishi Sunak,Boris Johnson,David Lammy
244,"Which Indian city ranks 6th globally in data centre capacity under construction, as per the 2025 Global Data Center Market Comparison report?",Bengaluru,Hyderabad,Pune,Mumbai,Chennai,Mumbai
245,"Which foreign corporate entity became the first to list Green Bonds on NSE International Exchange (NSE IX) at GIFT IFSC, Gujarat?",Sampath Bank,HSBC Holdings,Standard Chartered Bank,Hatton National Bank,DFCC Bank PLC,DFCC Bank PLC
246,"According to NSO, retail inflation in May 2025 fell to what percentage — the lowest in 75 months?",2.82%,2.99%,3.16%,1.78%,0.99%,2.82%
247,What is the minimum outstanding amount required for a State Government Security (SGS) to be eligible for STRIPS as per RBI?,Rs.500 crore,"Rs.1,000 crore","Rs.2,000 crore",Rs.750 crore,"Rs.1,500 crore","Rs.1,000 crore"
248,How much stake did PhonePe sell in CE Info Systems (MapmyIndia’s parent) in June 2025?,3%,5%,6.5%,8%,4.25%,5%
249,Where is the new cancer care block being constructed by Tata Memorial Centre and ICICI Bank?,Navi Mumbai,Hyderabad,Chandigarh,Visakhapatnam,Bhubaneswar,Visakhapatnam
250,What is the extended deadline for low-risk customers to update their KYC as per RBI?,December 2025,January 2026,June 2026,March 2025,April 2026,June 2026
251,Who has been appointed as the Managing Director and CEO of Axis Max Life Insurance in 2025?,Prashant Tripathy,Sumit Madan,Amitabh Chaudhry,Rajesh Sud,Sandeep Bakhshi,Sumit Madan
252,"As per Bank of Baroda, how much cumulative FDI did India receive via direct equity flows till March 2025?",$500 billion,$890 billion,$729 billion,$643 billion,$111 billion,$729 billion
253,What was the Gross Merchandise Value (GMV) achieved by GeM in the first 10 months of FY 2024-25?,Rs.4 lakh crore,Rs.5 lakh crore,Rs.6 lakh crore,Rs.7 lakh crore,Rs.8 lakh crore,Rs.6 lakh crore
254,What is the new basic customs duty on crude edible oils as per recent announcement by the Centre?,20%,15%,10%,5%,12.5%,10%
255,Which organization recently unveiled the official logo of the Shooting League of India (SLI)?,Indian Olympic Association,Sports Authority of India,National Rifle Association of India,Ministry of Youth Affairs and Sports,Indian Shooting Federation,National Rifle Association of India
256,What is the objective of the 'Mukhya Mantrir Jiban Anuprerana' scheme launched by the Assam Government?,Promoting tourism in Assam,Supporting entrepreneurs,Providing financial aid to research scholars,Offering skill training to youth,Granting subsidies for agriculture,Providing financial aid to research scholars
257,What is the name of the agentic AI assistant launched by Ola’s Krutrim?,Akruti,Kruti,Krish,Krutika,KrutAI,Kruti
258,What is India’s rank in the Global Gender Gap Index 2025 out of 148 countries?,125,128,131,135,127,131
259,"In June 2025, Reliance Industries sold 3.6% stake in which company for Rs.7,703 crore?",Berger Paints,CE Info Systems,Asian Paints,Aditya Birla Paints,JSW Paints,Asian Paints
260,Which Indian city was recently declared the country’s ‘Leopard Capital’ after a 2024–2025 camera-trap survey?,Mumbai,Bengaluru,Nagpur,Dehradun,Bhopal,Bengaluru
261,"What is the primary purpose of the Indian Air Force’s upcoming I-STAR aircraft project worth Rs.10,000 crore?",Transporting troops during emergency operations,Conducting aerial refueling missions,"Intelligence, Surveillance, Target Acquisition and Reconnaissance",Training pilots for international competitions,Launching satellite payloads,"Intelligence, Surveillance, Target Acquisition and Reconnaissance"
262,Which Indian quantum deeptech company won the iDEX ADITI 2.0 Defence Challenge to develop a Quantum Positioning System for the Indian Navy?,Bellatrix Aerospace,QuBeats,Dhruva Space,IdeaForge,Pixel,QuBeats
263,What is the name of the solar-powered car developed by IIT Madras students for the World Solar Challenge 2025?,Suryavaan,Agnirath,Jalashwa,Surya Rath,Aagneya,Aagneya
264,Who won the Men’s Singles title at the 43rd edition of the Indonesia Open (Kapal Api Indonesia Open 2025)?,Anders Antonsen,Viktor Axelsen,Kento Momota,Anthony Ginting,Lakshya Sen,Anders Antonsen
265,The Boeing 787-8 aircraft involved in the Ahmedabad crash was delivered in which year?,2011,2012,2013,2014,2015,2014
266,"Which two countries jointly launched the ""Blue NDC Challenge"" to promote ocean-focused climate action at the UN Ocean Conference 2025?",USA and Canada,India and Germany,France and Brazil,UK and Japan,China and Australia,France and Brazil
267,IG Drones has partnered with which Belgian firm to integrate 3D perception systems into UAVs?,Skysense,VoxelSensors,DronePort,FlyBelgium,AirNetics,VoxelSensors
268,"Which country won the UEFA Nations League 2024–25, becoming the first to win the title twice since its inception?",Spain,France,Germany,Portugal,Netherlands,Portugal
269,"Marc Garneau, who recently passed away, was the first Canadian to achieve what historic milestone?",First Canadian Prime Minister of Indian origin,First Canadian Nobel Peace Prize winner,First Canadian astronaut in space,First Canadian to serve in NATO command,First Canadian to walk on the Moon,First Canadian astronaut in space
270,"What was the theme of World Day Against Child Labour 2025, observed on 12th June?",Children First: End Child Labour Now,Act Now: End Child Labour,"Progress is clear, but there's more to do: let’s speed up efforts!","Protect Children from Work, Not from Childhood",Building a Better Future Together,"Progress is clear, but there's more to do: let’s speed up efforts!"
271,"As per RBI’s announcement, how much worth of Sovereign Green Bonds (SGrBs) maturing in 2054 will be re-issued in the G-Secs auction on June 13, 2025?","Rs.10,000 crore","Rs.7,000 crore","Rs.5,000 crore","Rs.15,000 crore","Rs.3,000 crore","Rs.5,000 crore"
272,"What is excluded from SEBI’s new ESG debt securities framework, which came into effect on June 5, 2025?",Social Bonds,Sustainability Bonds,Sustainability-Linked Bonds (SLBs),Green Bonds,All of the above are included,Green Bonds
273,Which two institutions recently signed an MoU to enhance cybersecurity in India's digital payment ecosystem?,RBI and SEBI,NPCI and IDRBT,NPCI and NITI Aayog,RBI and UIDAI,NABARD and NPCI,NPCI and IDRBT
274,How much amount was raised by Indian Renewable Energy Development Agency (IREDA) through its Qualified Institutional Placement (QIP)?,"Rs.2,005.90 crore","Rs.2,000 crore","Rs.1,500 crore","Rs.1,800 crore","Rs.1,650 crore","Rs.2,005.90 crore"
275,ADB has approved a $109.97 million loan to support which Indian state's skill development initiative?,Maharashtra,Tamil Nadu,Gujarat,Rajasthan,Karnataka,Gujarat
276,"Who was appointed as the Honorary Consul of Finland in Ahmedabad, Gujarat, as part of the newly inaugurated Honorary Consulate?",Natarajan Chandrasekaran,Gautam Adani,Sanjiv Mehta,Pankaj Patel,Kulin Lalbhai,Kulin Lalbhai
277,What was the objective of the global cybercrime initiative called ‘Operation Secure’ conducted from January to April 2025?,To stop digital currency fraud,To dismantle infrastructure of cybercriminals using infostealer malware,To monitor social media threats,To develop a cybersecurity training network,To promote ethical hacking,To dismantle infrastructure of cybercriminals using infostealer malware
278,Who is the author of the recently released book “Life’s Magic Moments”?,Chetan Bhagat,Amitav Ghosh,Arundhati Roy,Ruskin Bond,Jhumpa Lahiri,Ruskin Bond
279,"Which Indian squash player won two awards at the PSA Awards 2024–25, including Women’s Challenger Player of the Season?",Joshna Chinappa,Tanvi Khanna,Anahat Singh,Dipika Pallikal,Sunayna Kuruvilla,Anahat Singh
280,Which Goan liquor recently received the Geographical Indication (GI) tag from the Geographical Indication Registry in Chennai?,Cashew Feni,Toddy,Ozzo Feni,Coconut Feni,Urak / उरक,Ozzo Feni
281,Which state has declared 2025–2035 as the ‘Decade of Hydropower’?,Himachal Pradesh,Uttarakhand,Sikkim,Arunachal Pradesh,Assam,Arunachal Pradesh
282,Where will the 8th edition of the India–France joint military exercise ‘Shakti- 2025’ be held?,"Umroi, Meghalaya","Paris, France","Jodhpur, Rajasthan","La Cavalerie, France","Marseille, France","La Cavalerie, France"
283,What is the range of the Kusha M3 air defence system being developed by DRDO?,50 km,100–200 km,200–300 km,More than 400 km,300–350 km,More than 400 km
284,"What is the title of the book authored by former IRS officer R. Mohan, which explores Kerala's political and socio-cultural history?",Kerala: A Political Journey,The Rise of Kerala,Schisms and Isms,The Soul of Kerala,Monarchs and Democracy,Schisms and Isms
285,Where is India’s first underwater museum and artificial coral reef being developed?,Goa,Lakshadweep,Kochi,"Vengurla, Maharashtra",Diu,"Vengurla, Maharashtra"
286,What is the name of the star tracker device that Dhruva Space will launch in collaboration with France’s Sodern in 2026?,Auriga,HORUS,Polaris,Sirius,Vega,HORUS
287,"What marks the beginning of Rath Yatra festivities in Puri, Odisha?",Anavasara,Nabakalebara,Deva Snana Purnima,Chandan Yatra,Netrotsava,Deva Snana Purnima
288,On which date is the 648th birth anniversary of Sant Kabir Das being celebrated in 2025?,June 14,May 27,July 3,June 11,May 31,June 11
289,What is the theme of International Albinism Awareness Day 2025 observed on June 13?,Inclusion is Strength,Shine Your Light,Strength Beyond Skin,"Demanding our rights: Protect our skin, Preserve our lives",Standing Strong in Solidarity,"Demanding our rights: Protect our skin, Preserve our lives"
290,Where was the new corporate office of the Security Printing and Minting Corporation of India Limited (SPMCIL) inaugurated?,Mumbai,Hyderabad,Kolkata,Noida,"World Trade Centre, New Delhi","World Trade Centre, New Delhi"
291,Who has been re-appointed as the Managing Director and CEO of Yes Bank for a six-month extension?,Shaktikanta Das,Prashant Kumar,Uday Kotak,Aditya Puri,Chanda Kochhar,Prashant Kumar
